Date,returns,volatility,momentum
2020-01-03,-0.0019820705884056045,,
2020-01-06,0.014269417658328943,,
2020-01-07,0.005027896084830385,,
2020-01-08,0.016105728881702364,,
2020-01-09,0.005417162906945339,,
2020-01-10,-0.002389152415712359,,
2020-01-13,0.028629544576051335,,
2020-01-14,-0.002755481593246056,,
2020-01-15,-0.006372445589090137,,
2020-01-16,0.007470608128397593,,
2020-01-17,0.004810171081085923,,
2020-01-21,0.015599621914765471,,
2020-01-22,0.007664013875734987,,
2020-01-23,0.0029266969529708974,,
2020-01-24,-0.01010057467608647,,
2020-01-27,-0.019908942088381898,,
2020-01-28,0.01810661558705884,,
2020-01-29,0.013643350497447937,,
2020-01-30,0.026972705838557553,,
2020-01-31,0.0030321911466754115,,
2020-02-03,0.050620522582400726,,
2020-02-04,0.04015786434949866,,
2020-02-05,-0.033832722538679215,,
2020-02-06,0.0155219519463901,,
2020-02-07,0.0005862834907125247,,
2020-02-10,0.021636926605857233,,
2020-02-11,-0.003149209908352235,,
2020-02-12,0.005201637001767456,,
2020-02-13,0.005433726562428709,,
2020-02-14,0.0001573912680766565,0.024666394894165528,0.266454834455698
2020-02-18,0.015000469905550661,0.02472024651667886,0.29175705002354824
2020-02-19,0.0193122425653105,0.024677114147388542,0.30520408056249765
2020-02-20,-0.011643509172786493,0.024891204504067444,0.2766934434646456
2020-02-21,-0.020223370449701083,0.025546015878481237,0.2295991114985673
2020-02-24,-0.04988781682399175,0.02750418292964015,0.1623378844542926
2020-02-25,-0.026564011466055713,0.028052975314440197,0.13314405498085669
2020-02-26,0.0016868130848882057,0.02776404893727203,0.09332571976347966
2020-02-27,-0.07328446460904585,0.03114616748742378,0.008904464318206773
2020-02-28,0.005120108178773441,0.03122454227624084,0.02123417667421017
2020-03-02,0.06905470352224201,0.03387065475609776,0.08748611225330054
2020-03-03,-0.027040858918620715,0.03442581415952152,0.057064527104338805
2020-03-04,0.03125342029434375,0.035039658721212764,0.06636166775389847
2020-03-05,-0.03308594101689448,0.03570285240100517,0.021577090680871925
2020-03-06,-0.01940070021996747,0.03590886746178461,-0.0019543322174956357
2020-03-09,-0.07942918776285382,0.03873665270599045,-0.07476061864461585
2020-03-10,0.06025991935745445,0.040447419467365006,0.0003867186332215056
2020-03-11,-0.037028637287634905,0.04101536313750593,-0.05276398762226329
2020-03-12,-0.09420655965435867,0.044418194109268436,-0.15455818930125048
2020-03-13,0.07883732444265693,0.04834599133592588,-0.11514427660638116
2020-03-16,-0.12637085776249127,0.052772480262204546,-0.22879456234188061
2020-03-17,0.04103134164794884,0.05208062971227053,-0.22566706422769167
2020-03-18,-0.047738987886336834,0.05166949055049315,-0.2775917422923767
2020-03-19,0.04785334465224296,0.05268912143437959,-0.23367158245334077
2020-03-20,-0.031783654159956966,0.05284816930254697,-0.26968354690894875
2020-03-23,0.0004294929906828671,0.0529524024831145,-0.2698122121067383
2020-03-24,0.08912163937475985,0.05586032701370693,-0.22620177537169822
2020-03-25,-7.008800573702346e-05,0.05613928342856567,-0.22607438473497238
2020-03-26,0.03743734031732748,0.057013257180411905,-0.20064845213810772
2020-03-27,-0.036439904011791355,0.057196772345061944,-0.23262491934532514
2020-03-30,0.02823501343659964,0.057811929002816745,-0.20933100493489545
2020-03-31,0.006436927639205359,0.05765137683369388,-0.21571937371758318
2020-04-01,-0.048435605718058716,0.057829112150136065,-0.26333580896024056
2020-04-02,0.00010443793965948522,0.05799381066675269,-0.25211790619142616
2020-04-03,0.0008910800452099022,0.05809839094863871,-0.23769995832099097
2020-04-06,0.07352513657414823,0.059428625441144335,-0.1412011618972447
2020-04-07,0.00814204966164045,0.0594568579153175,-0.11441873283650428
2020-04-08,0.015623536699368269,0.05953036449863145,-0.10312676106870773
2020-04-09,0.01016459839840922,0.058057912527624614,-0.02613108657920049
2020-04-13,0.04456468878139321,0.059054763018881885,0.0101692696142472
2020-04-14,0.05771830224837497,0.058580492517339856,0.0003541364406043357
2020-04-15,0.0025770291930129253,0.05825841945591932,0.031119480332984995
2020-04-16,0.02053954010175225,0.05808916125172908,0.02165289015747789
2020-04-17,0.00205248543022738,0.05773716744960102,0.05746107557771083
2020-04-20,-0.011337277940584168,0.05765027221709085,0.06699199942777474
2020-04-21,-0.04367615634537407,0.05621600253588164,0.10838197948754787
2020-04-22,0.03644254163287961,0.05554337491845427,0.08331366445261841
2020-04-23,-0.005358547729217245,0.054979985124060216,0.11889040785022872
2020-04-24,0.01671051739120335,0.05160379123336704,0.2549694189938535
2020-04-27,0.01612880985374552,0.048726146576142715,0.19069641279165558
2020-04-28,-0.026767880225580964,0.04218041273003542,0.3301794533389793
2020-04-29,0.04655556843918189,0.041705770098514706,0.3444291286834077
2020-04-30,0.01078257281079904,0.03985107557405429,0.44362248371703644
2020-05-01,-0.04856295912290041,0.04035097818928417,0.2889070058889858
2020-05-04,0.028262658495798298,0.0396174381520839,0.37086198851804164
2020-05-05,0.011098669587571663,0.039403664439988016,0.3844459393561936
2020-05-06,0.010129058854815876,0.03617409725012036,0.28009893092466914
2020-05-07,0.0075173338686926215,0.03573259584911789,0.2863505379843201
2020-05-08,0.019247072568676814,0.034803336117865055,0.2690032630707086
2020-05-11,0.008644872965184592,0.03370175146097022,0.3263424893720867
2020-05-12,-0.015648881468750164,0.03322830830169092,0.27524053676236165
2020-05-13,-0.012972314292392473,0.033354943201774984,0.24744492996371856
2020-05-14,0.008257491750451295,0.03153001499617399,0.3253501808408649
2020-05-15,0.004835681375966372,0.03119213287777838,0.3365895987453353
2020-05-18,0.013375091658991155,0.03089338850713551,0.34910020957112753
2020-05-19,-0.003576404524778076,0.028061086183751784,0.2520603397886256
2020-05-20,0.017560022148837007,0.027965610469785095,0.26023912207190975
2020-05-21,-0.005382232033642987,0.028034780126140624,0.2358024691312151
2020-05-22,-0.0010989006666607404,0.02802608302329222,0.21946588008368506
2020-05-26,-0.0030640605648825092,0.026489863451800405,0.16224884049777555
2020-05-27,0.0003674082909599141,0.02455101668703588,0.09888801534646711
2020-05-28,-0.004937247160331548,0.02447234565134903,0.09057056710586342
2020-05-29,0.014682241095696802,0.024161090930261076,0.08493745938750959
2020-06-01,0.01965091532118337,0.024450947379089337,0.10425877771639555
2020-06-02,0.000665857125995517,0.024208197985854406,0.11753406063188203
2020-06-03,0.0019655566397244863,0.022427080986795724,0.17199826486407596
