Price,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,NOC,NEM,NOC,NEM,NOC,NEM,NOC,NEM,NOC,NEM,NOC
Date,,,,,,,,,,,
2010-01-04,,34.59630584716797,,35.11757080142611,,34.410648194241226,,34.91763430497928,,5625400,
2010-01-05,,34.68914031982422,,35.081873954881296,,34.11074900162175,,34.61773247094872,,7190500,
2010-01-06,,35.42461013793945,,35.767359511874425,,35.07471861983695,,35.11042116888498,,8018700,
2010-01-07,,35.19611358642578,,35.35320536055196,,34.76767478916226,,35.35320536055196,,7620300,
2010-01-08,,35.43174362182617,,35.55313553696697,,34.6748399026743,,35.353196392722616,,5953700,
2010-01-11,,35.83162307739258,,36.59566902248421,,35.64596547499981,,36.410014144021176,,6421400,
2010-01-12,,34.64628219604492,,35.57456208056492,,34.22498558455656,,35.453172870372775,,8458000,
2010-01-13,,34.81052017211914,,34.98189623918808,,34.075037232960746,,34.83908330395233,,5554900,
2010-01-14,,34.57486343383789,,34.946175814932595,,34.17499065721975,,34.84620762077806,,5055000,
2010-01-15,,33.99650192260742,,34.32496988226278,,33.66089181552022,,34.23214103316674,,9045000,
2010-01-19,,34.58916473388672,,34.62487001554406,,33.90366581938229,,33.94651052301277,,6408300,
2010-01-20,,33.139617919921875,,33.79655638843569,,32.28988510492454,,33.66088286262751,,12139900,
2010-01-21,,31.732898712158203,,32.98964874024252,,31.668633054768335,,32.87539898531931,,15469500,
2010-01-22,,31.72576904296875,,32.62548579896513,,31.318753995740646,,31.46156691426083,,13058700,
2010-01-25,,31.511558532714844,,32.175636446666296,,31.433011272623517,,32.175636446666296,,8405600,
2010-01-26,,31.590103149414062,,32.161352187826644,,31.147382761205318,,31.211648448272374,,8376100,
2010-01-27,,31.55438995361328,,31.8114526373787,,30.99742262140794,,31.597234642217384,,8942000,
2010-01-28,,31.411588668823242,,32.03996126939967,,30.71180550975297,,31.91142989111577,,10195200,
2010-01-29,,30.60468864440918,,31.73290485208054,,30.56184395654968,,31.325889851168707,,8932100,
2010-02-01,,32.51837921142578,,32.51837921142578,,30.99028719856242,,31.047410733471825,,11549200,
2010-02-02,,32.32558822631836,,32.882555734637826,,32.13279115253152,,32.77544806515433,,8713400,
2010-02-03,,32.75402069091797,,33.046785979736725,,32.311303047225486,,32.31844246815417,,10948900,
2010-02-04,,31.090261459350586,,32.16135450501919,,30.983151065211537,,31.997120564888327,,12661700,
2010-02-05,,33.011085510253906,,33.05393021031999,,30.78321286149362,,30.983149347274704,,17170600,
2010-02-08,,31.71149444580078,,32.82543218627664,,31.690073456691973,,32.718321792871684,,10289000,
2010-02-09,,32.718318939208984,,32.896834430026985,,32.025677963177465,,32.25417757351009,,12685300,
2010-02-10,,32.36842346191406,,32.725454370301755,,31.654361645138685,,32.3612813183457,,8631200,
2010-02-11,,33.389530181884766,,33.51092211019029,,32.26845331966121,,32.51837659608801,,11208700,
2010-02-12,,33.22529983520508,,33.332410211388506,,32.482677518219376,,32.82542690850432,,8136000,
2010-02-16,,33.86081314086914,,34.25354935515848,,33.48236121502295,,34.08931544915108,,11204300,
2010-02-17,,33.7322883605957,,34.17500601534827,,33.50378602621704,,33.7894119012427,,12083800,
2010-02-18,,34.56773376464844,,34.953327814213665,,33.775124681852056,,33.775124681852056,,10410600,
2010-02-19,,34.66057586669922,,34.98904378728544,,33.89652961823826,,34.10360556230213,,8567900,
2010-02-22,,34.082176208496094,,34.76767501995196,,33.88937915703723,,34.68198834950251,,6265300,
2010-02-23,,33.26100540161133,,34.24640888584954,,32.91111386374932,,33.9607857534053,,8061600,
2010-02-24,,33.18959426879883,,33.56804617544822,,32.89682902095256,,33.089626046206895,,8617800,
2010-02-25,,35.00332260131836,,35.41033775868817,,32.546950088989746,,33.410964530148085,,16562300,
2010-02-26,,35.18896484375,,35.34605931235126,,34.489184602417424,,35.12469917240672,,7766600,
2010-03-01,,35.90303421020508,,36.0101445929808,,34.881925397082554,,35.317503625272884,,8046300,
2010-03-02,,36.917022705078125,,37.41686687679296,,36.07442894462696,,36.10299209133788,,11242500,
2010-03-03,,37.088375091552734,,37.53823486321475,,36.92414117705741,,37.152640773218735,,7710600,
2010-03-04,,36.317195892333984,,37.01697636662975,,35.924462314015926,,36.852742423839665,,10462900,
2010-03-05,,36.809898376464844,,36.96699290016288,,36.31719653931722,,36.52427518893181,,7407700,
2010-03-08,,36.459999084472656,,37.13121624364693,,36.33860715338648,,36.88843510540436,,5581200,
2010-03-09,,36.538543701171875,,36.931279899365194,,36.074405131198546,,36.074405131198546,,6957900,
2010-03-10,,35.9661750793457,,36.91058207549481,,35.73007196567676,,36.57431499697116,,9014400,
2010-03-11,,36.0734977722168,,36.13788929188723,,35.350884255260915,,35.70146091330295,,6454000,
2010-03-12,,35.80164337158203,,36.26669104988551,,35.43675699536291,,36.173683151783905,,5657200,
2010-03-15,,35.579833984375,,35.94472020005544,,35.30080495430405,,35.808781020805725,,6028800,
2010-03-16,,36.731719970703125,,36.84619347232037,,36.066341889658005,,36.27382596423413,,8537300,
2010-03-17,,36.65302658081055,,37.08230434846845,,36.50993399159125,,36.61725411582176,,6066100,
2010-03-18,,36.681644439697266,,37.33986650751693,,36.44554126585062,,36.7889618311388,,6426500,
2010-03-19,,36.31675720214844,,37.04652690655304,,36.08781016499373,,36.31675720214844,,7829700,
2010-03-22,,36.77466583251953,,36.80328217441896,,35.68000955923724,,35.823102185793765,,6020300,
2010-03-23,,36.8104248046875,,37.2468559274317,,36.20228204720675,,36.61725023908283,,6236300,
2010-03-24,,35.57267761230469,,36.288137723707344,,35.5082860931079,,36.13788902607235,,8770300,
2010-03-25,,34.592498779296875,,35.9733371517442,,34.54241678479477,,35.80162823609811,,9640200,
2010-03-26,,35.32942199707031,,35.47966796940431,,34.485178825007175,,34.82144323033606,,6884300,
2010-03-29,,36.0377197265625,,36.109267364697736,,35.37949783129828,,35.55120670429619,,6441200,
2010-03-30,,36.30243682861328,,36.452682753838985,,35.98047932508466,,36.123571852126595,,6862500,
2010-03-31,,36.43839645385742,,37.08946527408639,,36.35969537735754,,36.94637265583795,,5625600,
2010-04-01,,37.85498809814453,,38.03385309628909,,36.624396037545694,,36.84618961777973,,7787200,
2010-04-05,,38.49890899658203,,38.62053590363986,,37.81922135514586,,38.18410480558305,,5516600,
2010-04-06,,38.11256408691406,,38.684931684622775,,37.99093443718996,,38.362974058016626,,6919200,
2010-04-07,,38.69923782348633,,39.221523381192846,,38.25565331530311,,38.470290804471524,,9056700,
2010-04-08,,38.56330490112305,,38.849487336361804,,38.09825469112206,,38.45598478211851,,6428700,
2010-04-09,,38.785099029541016,,38.97827362222211,,38.312895379408644,,38.80656469268173,,7144700,
2010-04-12,,38.312896728515625,,38.88526439591196,,38.16265072756115,,38.76363746064338,,5685200,
2010-04-13,,38.47743606567383,,38.53467417295189,,37.46148422485674,,38.21271664267071,,5534900,
2010-04-14,,38.312896728515625,,38.720708862114535,,38.08394966155709,,38.55615332831711,,4762700,
2010-04-15,,37.94084548950195,,38.355813627579025,,37.790599534376184,,38.03385605997845,,4097100,
2010-04-16,,37.311256408691406,,37.69760290340863,,36.624412434080185,,37.49727488916529,,10958600,
2010-04-19,,37.361331939697266,,37.40425780430456,,36.77465480310938,,37.025064777532,,6581400,
2010-04-20,,36.86765670776367,,37.74051887064822,,36.73887367621469,,37.54019092346695,,5645700,
2010-04-21,,37.13954162597656,,37.46865268735012,,36.64587503391621,,37.032221496315316,,5226700,
2010-04-22,,37.518733978271484,,37.64751703972752,,36.495625617406446,,36.6888002095905,,5450100,
2010-04-23,,37.99092102050781,,38.062468650743995,,36.93204065637954,,37.30408014581862,,4940400,
2010-04-26,,38.05532455444336,,38.32720017676945,,37.81922412317736,,37.89076904676975,,4315200,
2010-04-27,,38.105403900146484,,38.556144529410616,,37.29693594850295,,38.07678757025545,,10748600,
2010-04-28,,39.18574523925781,,39.73664977677571,,38.134018146790616,,38.26280116747082,,11713700,
2010-04-29,,39.92267990112305,,40.437812135093715,,39.228685340650514,,39.421857199125355,,9360800,
2010-04-30,,40.123016357421875,,40.817011017141695,,39.98707714887015,,40.46643698609308,,7932800,
2010-05-03,,39.30023193359375,,40.25179265130125,,38.577615549345474,,40.15878478343901,,7583800,
2010-05-04,,38.83517074584961,,39.60071278308257,,38.11971069391125,,39.22151982891956,,8713700,
2010-05-05,,38.29143524169922,,38.92104106427302,,37.71906755266141,,38.11972357035566,,10603200,
2010-05-06,,39.09275436401367,,39.8439872101946,,37.40426744618852,,38.47030460337973,,16843100,
2010-05-07,,38.19842529296875,,39.48625329765663,,37.91939621036723,,38.84234065994493,,16292200,
2010-05-10,,39.70088577270508,,39.851131752392206,,38.12687286321878,,38.23419025045361,,10687000,
2010-05-11,,41.63978958129883,,42.255085869707656,,40.330495935601284,,40.537980075509275,,17782700,
2010-05-12,,42.00465774536133,,42.62710993711017,,41.682700185709066,,42.10482171297238,,13758200,
2010-05-13,,40.87424087524414,,42.076214196798354,,40.738301694223225,,41.98320360914152,,10198700,
