Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,RTX,SCHW,SHW,RTX,SCHW,SHW,RTX,SCHW,SHW,RTX,SCHW,SHW,RTX,SCHW,SHW
Date,,,,,,,,,,,,,,,
2010-01-04,31.3227481842041,16.283126831054688,17.367298126220703,31.423323634691155,16.340751394724567,17.499657211774473,30.548754039042258,15.56693201221801,17.22648873697505,30.7018013327151,15.81389487656081,17.499657211774473,9699415,14023600,4014000
2010-01-05,30.85485076904297,16.233726501464844,16.956134796142578,31.327118554968557,16.241958802999957,17.42080314115704,30.73241293612043,15.863282353290536,16.770268424990636,31.327118554968557,15.962066831409963,17.34476653218055,7952786,13248300,9244500
2010-01-06,30.69305419921875,15.93736457824707,16.733667373657227,30.972918141519933,16.200791832408132,17.184253731289324,30.623088213643452,15.830346274900208,16.592857928329252,30.854848552890367,16.167862640562856,17.00683434583173,7511044,10143700,7475100
2010-01-07,30.824237823486328,15.879741668701172,16.882917404174805,30.881085847074907,15.962061516339388,17.029358719745126,30.421936073676093,15.369350134531814,16.73366093209292,30.61434252605971,15.723331131917755,16.73366093209292,6776132,19494500,4020000
2010-01-08,30.885459899902344,15.772730827331543,17.026540756225586,30.916069355181595,15.838587678734028,17.029357523962663,30.719289362933925,15.616320216443944,16.835040835684126,30.723662899581896,15.78919543271996,16.88009945093821,7396477,9655100,2595900
2010-01-11,31.554513931274414,15.731571197509766,16.792800903320312,31.59824400890012,15.871517205797783,17.45178443513321,30.92919608651062,15.624552830503575,16.4858376418986,30.92919608651062,15.871517205797783,17.45178443513321,8787170,9586600,4610400
2010-01-12,31.370849609375,15.715105056762695,16.733667373657227,31.46267798695009,15.994997045999254,16.99275372358372,31.073496790614794,15.608086700209915,16.685791968874845,31.39708553135971,15.641015908426484,16.733667373657227,7423808,11449100,4145100
2010-01-13,31.729433059692383,15.72333812713623,16.94768524169922,31.77316049236584,15.797427279092801,16.998377386050084,31.392723611155713,15.599856730592329,16.787164952190444,31.405841575894815,15.780962674179975,16.787164952190444,7749712,12530900,1980000
2010-01-14,31.8387393951416,15.789194107055664,17.0462589263916,31.85623089088095,15.920907798801924,17.096951093863158,31.537013081609004,15.608086603291264,16.933612351049902,31.589487568827053,15.641015811303358,16.97022228660799,5643016,6612800,3220200
2010-01-15,31.480173110961914,15.641020774841309,16.668886184692383,31.8912220406758,15.772734508385742,16.973032628665884,31.344614646960856,15.451682479140128,16.663254260913682,31.847494615455325,15.65748538407225,16.973032628665884,8490504,13235600,5014800
2010-01-19,31.611370086669922,15.879741668701172,16.719581604003906,31.89560506168489,15.97852611392721,16.733662221916962,31.32713246102525,15.56692059513434,16.418250257255465,31.48018247074557,15.641009714129092,16.581588970178466,5848632,10795900,3502800
2010-01-20,31.23529624938965,15.657477378845215,16.55624771118164,31.589497157656155,15.731566512353217,16.62665243266762,30.885468879042605,15.352888544406678,16.457681745670826,31.48892168928279,15.459906879540794,16.62665243266762,5836715,28242900,3044100
2010-01-21,30.66680908203125,15.764494895935059,16.505552291870117,31.41893790012265,15.896208568421917,16.76182340448979,30.500638590815353,15.468139917915039,16.43796435924812,31.244022988646723,15.67394272744461,16.53089837088715,8121856,49512700,4749600
2010-01-22,30.207677841186523,15.492841720581055,16.333763122558594,30.7367911323366,15.855055256269928,16.668887592758498,30.172694837566613,15.443449465308044,16.294338041354223,30.553131688646662,15.756269175572422,16.511182433671262,9238446,26803300,5613600
2010-01-25,29.99340057373047,15.608085632324219,16.592838287353516,30.395702388173785,15.723336283045835,16.7251988803724,29.98028261252659,15.509301154735361,16.40697203769651,30.395702388173785,15.649247139778712,16.480191831285328,7944047,12216000,6130800
2010-01-26,29.94092559814453,15.336426734924316,17.6939754486084,30.111467042946067,15.715104771792753,18.107951774903906,29.64794631656537,15.328196003170495,17.61793881608233,29.735401156941215,15.542229572092737,17.685526754836218,7939280,13896700,18261300
2010-01-27,29.564865112304688,15.42697525024414,17.98685073852539,29.669811460641448,15.492832072982035,18.04035642472848,29.07947665474592,15.204707884697303,17.539079821096447,29.411812500841517,15.41874295113309,17.69396817949166,12220522,16489200,6816300
2010-01-28,29.459909439086914,15.163557052612305,17.905183792114258,29.66106031621844,15.484609059719999,18.04599317365292,29.101335099171834,15.089467886333383,17.778456637868015,29.599838755377373,15.484609059719999,18.04599317365292,8864554,14864700,4740900
2010-01-29,29.508010864257812,15.056535720825195,17.840410232543945,29.949669153971353,15.385819933140604,18.200879106771314,29.140692095821557,14.965981973631841,17.764373627958737,29.468654335272394,15.361123028410331,17.92771068373727,11491807,10510700,6184500
2010-02-01,29.53861427307129,15.180021286010742,18.198068618774414,29.722273619692913,15.237645842771647,18.234676935352592,29.38556437578197,15.073002906182142,17.882658272920303,29.63044527169598,15.188253589855359,17.958693285586094,7812636,8519200,3571500
2010-02-02,29.748519897460938,15.00714111328125,18.46278953552246,29.923432217839718,15.270568469124447,18.479686923688533,29.59984084679057,14.92481967204253,17.967144633090935,29.687298332294183,14.98244578001526,18.262842480302695,9739458,15495600,4436400
2010-02-03,29.840349197387695,14.95775318145752,18.0938720703125,29.92343314854316,15.147091451692734,18.398016977279344,29.60421530449773,14.850736376153243,18.009386747268124,29.656689797432,15.064769986761796,18.398016977279344,6595939,12133500,4608900
