Price,Close,High,Low,Open,Volume
Ticker,MDLZ,MDLZ,MDLZ,MDLZ,MDLZ
Date,,,,,
2010-01-04,12.79829216003418,12.821620808833318,12.676981228430668,12.73763624926697,7953300
2010-01-05,13.423511505126953,13.44217424888564,13.06891047440151,13.213550075772732,37152800
2010-01-06,13.516825675964355,13.605476147419944,13.11090147232999,13.204216961818707,40848800
2010-01-07,13.48416805267334,13.57281854281687,13.330196617124646,13.554154907026176,18359900
2010-01-08,13.49816608428955,13.502831993342575,13.31153417182434,13.418847410250441,11000000
2010-01-11,13.437511444091797,13.577486059301211,13.358192762452502,13.521496035231197,11819700
2010-01-12,13.66614055633545,13.68946922072674,13.362862579659643,13.414186709238288,19561000
2010-01-13,13.638141632080078,14.044066875026074,13.605481154243408,13.862099957186908,18000100
2010-01-14,13.586816787719727,13.806109177035115,13.404849891546665,13.74078822913929,10023700
2010-01-15,13.801445007324219,13.997408765640436,13.110906388469466,13.255546029866991,25979600
2010-01-19,13.722123146057129,13.73145496332454,13.35352526330518,13.530825341730596,53008900
2010-01-20,13.428177833557129,13.460838303604667,13.250876867683253,13.316198697709396,29477300
2010-01-21,13.176224708557129,13.39085206278945,13.087574221596098,13.34419386491885,29094200
2010-01-22,13.003592491149902,13.152898034870185,12.984928853219248,13.017589329666656,28024500
2010-01-25,12.919605255126953,12.998923920229824,12.840286590024082,12.877612968311842,23989200
2010-01-26,12.952261924743652,12.984922384921607,12.639653264577696,12.709640092091997,33282200
2010-01-27,13.22755241394043,13.28354155467286,12.947604040484231,12.947604040484231,24109300
2010-01-28,13.082907676696777,13.274205464714397,13.059578135517189,13.19022089632988,21415500
2010-01-29,12.905610084533691,13.110905650725297,12.900944175082605,13.031586969919307,15402500
2010-02-01,13.092240333557129,13.120235786672618,12.896276611404293,12.984927099741107,16347600
2010-02-02,13.297538757324219,13.367525625429137,13.096909082807159,13.13423547179187,22109600
2010-02-03,13.288208961486816,13.493504577136406,13.1902275092029,13.241550745666713,27546500
2010-02-04,13.246208190917969,13.260205913697837,13.00358722558309,13.096902707656234,58782300
2010-02-05,13.269543647766113,13.353528242044897,12.984929387139402,13.204221802254127,53305800
2010-02-08,13.232217788696289,13.372191524796243,13.227551878835449,13.278875107442067,20271300
2010-02-09,13.48416805267334,13.535492161166616,13.255543853824134,13.288204326526715,24555300
2010-02-10,13.49816608428955,13.554155213063535,13.414181501197417,13.516828830570493,19987800
2010-02-11,13.52616024017334,13.600813002904838,13.414181096076092,13.54015796690967,21738800
2010-02-12,13.572819709777832,13.572819709777832,13.32553185387667,13.5308274155695,74196600
2010-02-16,13.516825675964355,13.516825675964355,13.213548777746864,13.381517904729884,54149700
2010-02-17,13.358192443847656,13.50749887449619,13.274208744642584,13.465506579928043,24839500
2010-02-18,13.442180633544922,13.442180633544922,13.288209142196692,13.36752784319011,20606500
