Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2010-01-04,23.254051208496094,23.366752298143066,22.98356744688568,23.006108238043918,38409100
2010-01-05,23.261564254760742,23.36675318441677,23.021134872242104,23.17891755019006,49749600
2010-01-06,23.118806838989258,23.35172259026295,22.930971232107133,23.201453531528465,58182400
2010-01-07,22.87837791442871,23.06621352478339,22.683028707691207,23.013618350103616,50559700
2010-01-08,23.036165237426758,23.201460102390115,22.72060127117136,22.750655664658712,51197400
2010-01-11,22.74314308166504,23.111300819887514,22.630441967200596,23.073732826351083,68754700
2010-01-12,22.592870712280273,22.840813701539318,22.472656016462082,22.65297806018937,65912100
2010-01-13,22.803241729736328,22.930969992836165,22.54778520353666,22.735620800267483,51863500
2010-01-14,23.261564254760742,23.36675318441677,22.73562533876926,22.773191892385736,63228100
2010-01-15,23.18643569946289,23.471945288986657,23.0737331503435,23.35173057412692,79913200
2010-01-19,23.366758346557617,23.471945866379315,23.051194354020055,23.1037881139309,46575700
2010-01-20,22.983566284179688,23.24653643543407,22.773189876561776,23.14886111176174,54849500
2010-01-21,22.547788619995117,23.081241107665292,22.540275023018793,22.998594407069913,73086700
2010-01-22,21.758882522583008,22.69054867253227,21.66872220682816,22.540279568844355,102004600
2010-01-25,22.02936363220215,22.284820217274525,21.864068784890932,21.969256284718778,63373000
2010-01-26,22.16460609436035,22.427576283789243,21.856555751423496,21.939203893748296,66639900
2010-01-27,22.29233169555664,22.40503278223967,21.803959364548813,22.0519023284803,63949500
2010-01-28,21.90915298461914,22.442607046019777,21.706290111984853,22.420066249147368,117513700
2010-01-29,21.172836303710938,22.48017235493209,20.782137778130625,22.465145157854604,193888500
2010-02-01,21.345638275146484,21.39823201584038,20.97748065721726,21.330611082641955,85931100
2010-02-02,21.383207321166992,21.413261709686786,21.142777945297137,21.3155878131417,54413700
2010-02-03,21.51093292236328,21.631149028371247,21.12774954804966,21.2329370286007,61397900
2010-02-04,20.917377471923828,21.413263458420417,20.89483667869317,21.32310171857002,77850000
2010-02-05,21.052621841430664,21.247971106523845,20.714517068563158,21.037594644176018,80960100
2010-02-08,20.827211380004883,21.097695109963368,20.71451030354616,21.04510136982076,52820600
2010-02-09,21.045101165771484,21.293044104805443,20.849751966370196,21.01504678136886,59195800
2010-02-10,21.030078887939453,21.21791453513406,20.91737778623714,21.060133279365274,48591300
2010-02-11,21.127750396728516,21.338125366281126,20.812186509327603,20.984994929480674,65993700
2010-02-12,20.985002517700195,21.08267644130128,20.722032277596863,20.894840760237834,81117200
2010-02-16,21.400177001953125,21.415274473928555,21.151074473455225,21.234107689771744,51935600
2010-02-17,21.581331253051758,21.62662220592332,21.407714733899585,21.536040300180197,45882900
2010-02-18,21.86817741394043,21.91346980977432,21.520944351188472,21.581332772526792,42856500
2010-02-19,21.717205047607422,21.830433147046183,21.656816631921856,21.732302511472163,44451800
2010-02-22,21.687013626098633,21.845534142760222,21.626625200649844,21.77004825100583,36707100
2010-02-23,21.385068893432617,21.762496866447503,21.203903639158284,21.64926876249773,52266200
2010-02-24,21.611528396606445,21.732306690978778,21.42281438132434,21.52849520892842,43165900
2010-02-25,21.588878631591797,21.626620849989518,21.15106227522086,21.33977624675615,48735300
2010-02-26,21.641721725463867,21.777596036756034,21.52094487982051,21.626624259815056,40370600
2010-03-01,21.905920028686523,21.928564785746126,21.536040785720573,21.717206041064703,43805400
2010-03-02,21.483203887939453,22.117283126325358,21.317136064466478,21.951215302852383,93123900
2010-03-03,21.483203887939453,21.59643345461631,21.40017069608984,21.520947556756322,48442100
2010-03-04,21.611528396606445,21.6266258633747,21.339781193646314,21.483202808623666,42890600
2010-03-05,21.581331253051758,21.649268402245816,21.453005686771142,21.634170938030817,56001800
2010-03-08,21.611528396606445,21.83798607880918,21.51339774216017,21.52849520892842,39414500
2010-03-09,21.739850997924805,21.9738573813634,21.551137008568606,21.55868574091567,50271600
2010-03-10,21.86817741394043,21.97385823111264,21.73985183862481,21.7851442344587,44891400
2010-03-11,22.026700973510742,22.034249707196253,21.777598520983855,21.80779201595216,35349700
2010-03-12,22.094635009765625,22.177668189006752,21.921018478892734,22.132377233077634,31700200
2010-03-15,22.109731674194336,22.170120093170425,21.898371487891286,22.02669705818716,37512000
2010-03-16,22.170124053955078,22.260705978715308,22.041798460733304,22.207866282642883,36723500
2010-03-17,22.366378784179688,22.5475454598958,22.192762279706166,22.268248154625663,50385700
2010-03-18,22.351285934448242,22.434319112852748,22.268251316270216,22.366381959756822,43845200
2010-03-19,22.33619499206543,22.57020001007891,22.155029677496223,22.46452060319036,81332100
2010-03-22,22.343738555908203,22.419224446119525,22.185218042487072,22.268252665696885,37718200
2010-03-23,22.555099487304688,22.570196954751864,22.20031764093855,22.336191968415633,42026600
2010-03-24,22.3814754486084,22.532447193061127,22.343733232381844,22.434315127234875,33987700
2010-03-25,22.653226852416992,23.07594577419215,22.49470635689291,22.51735255333162,73168700
2010-03-26,22.389028549194336,22.79665147490341,22.3361888602558,22.713616855272257,55595500
2010-03-29,22.33619499206543,22.509811571889173,22.306000053083594,22.426776929463063,33336000
2010-03-30,22.472063064575195,22.540000218544872,22.26825160266616,22.366382247414844,34954800
2010-03-31,22.109731674194336,22.434318526332387,22.019148325843464,22.373930107356298,63760000
2010-04-01,22.011600494384766,22.29844657609126,21.60397900955651,22.155023535238012,74768100
2010-04-05,22.094635009765625,22.21541185209229,21.913469746275627,21.988954192899644,34331200
2010-04-06,22.132387161254883,22.328649978018948,21.875735896238353,22.004061528746618,47366800
2010-04-07,22.1550235748291,22.31354264149738,21.99650306838728,22.01160053371956,58318800
2010-04-08,22.58529281616211,22.63058377550926,22.11728143699613,22.132378903369727,63713800
2010-04-09,22.9023380279541,22.955177733447023,22.57020088514633,22.607944560336982,54752500
2010-04-12,22.887231826782227,23.0155573939284,22.8041972128131,22.83439214144676,37068800
2010-04-13,22.98535919189453,23.02310140517408,22.743804131676704,22.758901592897782,41374600
2010-04-14,23.26465606689453,23.40053034441939,23.14387925126648,23.242011313822527,68941200
2010-04-15,23.302404403686523,23.36279282363413,23.18162612401781,23.26466074136083,52745400
2010-04-16,23.151432037353516,23.385436978648848,23.098592351232647,23.24201538482748,88703100
2010-04-19,23.43073081970215,23.589249887857243,23.219370622388467,23.226919355125407,64970300
2010-04-20,23.672286987304688,23.732675415750926,23.49866899571976,23.566606157693492,52199500
2010-04-21,23.64963722229004,23.777962793369003,23.57415133816592,23.64963722229004,55343100
2010-04-22,23.69493293762207,23.800613772538547,23.325053614848848,23.43073444976532,84847600
2010-04-23,23.370342254638672,23.83835363188431,23.13633728590267,23.491120545358218,126766600
2010-04-26,23.483564376831055,23.61188992030233,23.294850427007013,23.40052977818106,63649300
2010-04-27,23.28731346130371,23.589255645612774,23.21182755528297,23.362799367324453,68730900
2010-04-28,23.332590103149414,23.40052723287832,23.113682693846393,23.340138833094073,64557900
2010-04-29,23.400535583496094,23.725123888082546,23.151433165520785,23.347695894800353,52665200
2010-04-30,23.053306579589844,23.460928135419234,23.038209111654812,23.45337940145172,63214800
