Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,ECL,ELV,ECL,ELV,ECL,ELV,ECL,ELV,ECL,ELV
Date,,,,,,,,,,
2010-01-04,37.99610137939453,48.464115142822266,38.0716738638562,48.51278315058634,37.668621681118644,47.35288859921713,37.8113679277829,47.60433223727037,1009500,4641800
2010-01-05,37.41673278808594,48.9913330078125,37.903753212835596,49.68077931989507,37.20680947325794,48.80477388914061,37.886958963268285,49.145443699153105,1098400,8385500
2010-01-06,37.30757141113281,49.78621292114258,37.660241039150954,49.90787824953327,37.07245832578739,48.76420683538428,37.39153945499174,48.76420683538428,1479700,6449100
2010-01-07,37.71061325073242,51.63556671142578,37.79458127113003,51.73289961854937,36.97168249916981,49.66455755076852,37.38313348673725,50.02955982017863,1350100,6028900
2010-01-08,38.02970886230469,51.8626708984375,38.080088408333516,51.96811667192692,37.46711270730311,51.10833400762264,37.55947947925677,51.57878200153166,1694600,5270900
2010-01-11,38.86099624633789,52.16278839111328,38.93656875463822,52.62512355816138,38.14725838152642,51.80589900954411,38.19764112145165,52.13845593837094,1588600,4369600
2010-01-12,38.98696517944336,51.47333526611328,39.037347937053525,52.162781485232834,38.44956191097284,50.80011171139331,38.65108653506121,51.74911437259247,1786000,5813100
2010-01-13,39.51597213745117,52.698123931884766,39.541161914167276,52.73056926302595,38.88620209413985,51.4814518615041,38.88620209413985,51.716672776884984,1468700,5555800
2010-01-14,38.953369140625,53.7120246887207,39.44039276046909,53.92291627589822,38.78542985091409,52.46290711592313,39.33123174168067,52.68190539576189,1137600,5137400
2010-01-15,38.743438720703125,54.060787200927734,39.213668004981734,54.531235135615646,38.51672120166745,53.22534018592409,38.911377979600836,53.80933747676665,983000,7040100
2010-01-19,39.39841079711914,55.204471588134766,39.41520504865058,56.364366005558715,38.74345100327309,54.661026154570045,38.760245254804516,55.00980576787417,1042300,12115500
2010-01-20,39.54954147338867,54.89623260498047,39.80145195156327,56.77801810019735,39.01213843254247,54.50689490086431,39.070916689936595,56.26701816508821,1933200,14642100
2010-01-21,38.466346740722656,53.12801742553711,39.67550379858399,55.44780616238909,38.44115376650082,52.98201651943054,39.55794726279994,55.05846835000002,2186200,8138200
2010-01-22,37.67704772949219,52.803565979003906,38.54193424206665,54.16623892890206,37.65185794865197,50.49189031086795,38.35720064076746,53.42812776637736,1573200,6916000
2010-01-25,37.84497833251953,53.168575286865234,38.197651198687616,53.90668650461674,37.79459557930241,52.860347715842245,37.928946384705526,53.08745885976578,869200,5771700
2010-01-26,37.37477493286133,51.81399917602539,38.012944105210316,52.80355683934066,37.282411292422225,51.81399917602539,37.710653781800595,52.722446620663774,1151400,7404900
2010-01-27,37.4923095703125,52.41423416137695,37.71062843314691,52.990124855994445,37.08085841709357,50.37833453088833,37.55108784889007,50.86500211340736,1212800,9362400
2010-01-28,36.86252975463867,52.25201416015625,37.66023566703482,53.914801982780716,36.8541310295455,52.187123490675866,37.65184014511674,52.72246223141676,1738200,8125600
2010-01-29,36.86252975463867,51.68423080444336,37.67702991404607,52.519677973583995,36.828941260616176,51.676117924538,37.198405085338344,52.29256684274742,1957100,4598900
2010-02-01,37.2571907043457,52.07357406616211,37.273984954672805,52.62513244528682,36.81215428179253,50.775791464785016,37.00528335579062,51.992463813885216,1285900,3976300
2010-02-02,37.517486572265625,52.76301956176758,37.584660352122334,52.86846225666816,37.01367201222834,51.89512388989311,37.28237353800487,52.284458617771655,1308200,4178500
2010-02-03,37.38315200805664,51.96812438964844,37.677043428230135,52.82790408748061,37.131244618882754,51.40845629799406,37.324373724021946,52.34123645075136,1188800,3813900
2010-02-04,36.24116134643555,50.96234893798828,37.2068098866434,52.03302032244176,36.22436709668165,50.9217907190263,37.06406036532304,51.40034861769548,1961400,4609000
2010-02-05,36.41749572753906,50.037654876708984,36.65261201809965,51.15699380867556,35.3930721302361,48.91831903889883,36.257955161552886,50.767659200634235,2798900,8633700
2010-02-08,36.54344940185547,50.00523376464844,37.24039311038861,50.824458434885784,36.11520406490369,49.55911810376115,36.48467113257588,49.98901109569274,1898500,5380200
2010-02-09,37.08086013793945,49.84300231933594,37.41673877669238,50.52433883738089,36.6778076933416,49.0237746839633,36.96330357532876,50.410783266732935,1574900,7747100
2010-02-10,36.76176834106445,48.674991607666016,37.173219430438344,49.95655431417734,36.58543353269369,47.498877772290285,36.93810635261066,49.842998751657504,2042000,10418700
2010-02-11,34.70451736450195,49.08866882324219,35.989246782633224,49.137336825888326,34.54497362545168,48.13966288366608,35.59459000057199,48.66688874944808,6666000,5832300
2010-02-12,35.090789794921875,48.123435974121094,35.16636233301194,48.545212889460174,34.14193530627467,47.904434636835234,34.553386503248646,48.5289933185415,3400100,5727000
2010-02-16,35.58620071411133,47.41775894165039,35.602994963436814,48.31809664591004,34.9816205510961,46.22542257944625,35.359483152980616,48.08287266847782,2233800,9030900
2010-02-17,35.56940841674805,48.423545837402344,35.78772726360906,49.550994720123064,35.34269084317563,47.49076274042039,35.4770416419768,47.49076274042039,2671200,9182300
2010-02-18,35.871707916259766,47.94499588012695,35.97247024097495,48.56955464165588,35.51063944925577,47.24743666350614,35.519034974991804,47.94499588012695,1416300,6166400
2010-02-19,35.74574661254883,47.4258918762207,35.9556699556825,48.07478321409977,35.552617521246965,47.361001195353815,35.68696833272548,47.95311473455333,1704600,5993500
2010-02-22,35.367881774902344,48.21266555786133,35.89688946389102,48.4884447305576,35.309103498700914,46.97166082780687,35.762538660691206,47.328550247819514,1852500,8005200
2010-02-23,34.914466857910156,47.86388397216797,35.39309202812589,48.47222008469463,34.83889429402465,47.48266211234502,35.27553221516603,48.11533067924235,2221900,5930200
2010-02-24,35.275508880615234,48.78043746948242,35.36787564239491,48.966993478826176,34.90604503667179,47.45020985909596,35.15795234859574,48.131546329556954,1778800,6493800
2010-02-25,35.40146255493164,49.84300231933594,35.40146255493164,49.97278055638463,34.44421289052583,48.03421678677598,34.813676717946024,48.50466173576853,3252300,15277300
2010-02-26,35.38467788696289,50.183658599853516,35.695363535109315,51.09210916451653,35.25032707669612,49.875437284779565,35.25032707669612,49.875437284779565,2149800,7666100
2010-03-01,35.56940841674805,50.33777618408203,35.70375921554921,51.47333483513321,35.15795729363313,49.64021709152484,35.636582214560775,50.686555730360624,2512300,6988200
2010-03-02,35.43505859375,50.20800018310547,35.8045224998335,51.01100198763101,35.3175020419587,49.63210640583915,35.56940939625089,49.696997065762055,2603000,5509600
2010-03-03,35.829715728759766,50.58110809326172,35.98925952429503,50.85688718725548,35.44345753472637,49.575324605120706,35.44345753472637,49.75377081128041,2211100,4413200
2010-03-04,35.838104248046875,49.66455078125,36.022837767865994,50.4756654497548,35.70375347086257,48.72365788955071,35.82970552268681,50.4756654497548,2002200,8895200
2010-03-05,36.32267761230469,50.49188232421875,36.43223647665686,50.54055031264448,35.87601924857239,49.615877097494995,36.044570605687326,49.70510019586388,1607900,4360700
2010-03-08,35.985595703125,50.25667190551758,36.331124707427044,50.89745333552676,35.90131837594687,49.98089275172612,36.31426924199142,50.394563029492,1970100,4424000
2010-03-09,35.859188079833984,49.82677459716797,36.10358755244693,50.345887492689975,35.69906595028684,49.71321903804214,35.926609954286626,49.94844303574959,1616800,3654300
