Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,ADP,AMD,AMGN,ADP,AMD,AMGN,ADP,AMD,AMGN,ADP,AMD,AMGN,ADP,AMD,AMGN
Date,,,,,,,,,,,,,,,
2010-01-04,26.163402557373047,9.699999809265137,40.26597595214844,26.597116380024133,9.899999618530273,40.37061566288273,26.083989569185682,9.680000305175781,39.45674994777271,26.597116380024133,9.789999961853027,39.505582345015256,3930120,18748700,5277400
2010-01-05,26.022891998291016,9.710000038146973,39.917179107666016,26.212259509174995,9.899999618530273,40.245053456415356,25.882393179999518,9.680000305175781,39.25445017027213,26.053433604073206,9.710000038146973,39.993916506681785,3252415,22145700,7882800
2010-01-06,25.961811065673828,9.569999694824219,39.6171989440918,26.200047314418658,9.760000228881836,40.03576310208088,25.686920636343583,9.550000190734863,39.41489178122513,26.145068697717264,9.680000305175781,39.72183865300606,3111406,18643400,6015100
2010-01-07,25.9495906829834,9.470000267028809,39.25444793701172,25.96180785694299,9.550000190734863,39.43582505613927,25.711351809506805,9.180000305175781,38.12432241342269,25.735786157425984,9.510000228881836,39.352112744323975,2513317,26806800,10371600
2010-01-08,25.912935256958008,9.430000305175781,39.603248596191406,25.937369603698542,9.470000267028809,39.64510607872437,25.680806308746682,9.289999961853027,38.814949972734034,25.912935256958008,9.369999885559082,39.114921944638176,2310462,13752800,6576000
2010-01-11,26.02899932861328,9.140000343322754,39.77765655517578,26.02899932861328,9.4399995803833,40.01484366829,25.7357845180842,9.079999923706055,39.498611953453214,25.91293485630216,9.380000114440918,39.71487165284653,2446230,23700100,4062700
2010-01-12,25.845746994018555,8.649999618530273,39.087013244628906,26.047331719649176,8.920000076293945,40.056688877984264,25.650269529134167,8.520000457763672,38.24290738578232,25.876288606103238,8.890000343322754,39.86135930037769,2571293,33387100,11268300
2010-01-13,26.035112380981445,9.149999618530273,39.435821533203125,26.102308168667946,9.199999809265137,39.58929630879276,25.69302618231011,8.550000190734863,39.03818476114466,25.79687349395928,8.710000038146973,39.31025174611454,2546007,32741900,5056200
2010-01-14,25.961811065673828,9.0,39.17770767211914,26.1328515222477,9.260000228881836,39.43582216698671,25.809092391039208,8.920000076293945,39.003305482933925,25.833529396155058,9.180000305175781,39.31025237788006,2402721,22556600,4668900
2010-01-15,25.821311950683594,8.84000015258789,39.24048614501953,26.218376825548617,9.1899995803833,39.421863221176906,25.564748587956636,8.800000190734863,38.821922023938974,26.096202405395463,9.130000114440918,39.0870113920793,3384880,34336600,7240000
2010-01-19,26.212261199951172,9.010000228881836,40.14738845825195,26.22447837388734,9.210000038146973,40.28691075934881,25.656373150414545,8.84000015258789,39.23352257534232,25.76022045596017,8.84000015258789,39.35211480151639,2931786,24866200,8570100
2010-01-20,25.864072799682617,8.869999885559082,39.903221130371094,26.08398462754763,9.0,40.19621552873191,25.43035905919905,8.760000228881836,39.35210957783581,25.925158681262648,8.979999542236328,40.19621552873191,4057232,22813600,6625700
2010-01-21,25.748004913330078,8.989999771118164,39.505592346191406,26.20004568596085,9.100000381469727,40.15436882941832,25.668591950625455,8.770000457763672,39.282357713378566,25.931265188159742,9.010000228881836,40.063678928223496,4356106,37888700,5833700
2010-01-22,25.14936065673828,7.880000114440918,39.48465347290039,25.870184732300523,8.5600004196167,39.972980121320134,25.106601863386363,7.820000171661377,39.43582107417503,25.748010305436328,8.550000190734863,39.53348587162575,4463513,69136400,5967600
2010-01-25,25.210445404052734,8.069999694824219,38.86378860473633,25.387595774883213,8.140000343322754,39.61720744416575,25.082163734944217,7.929999828338623,38.75217129458011,25.369268684649118,8.010000228881836,39.56837503729532,2400670,20560000,6719400
2010-01-26,25.082151412963867,8.09000015258789,39.4707145690918,25.210433019052136,8.1899995803833,39.673019136470685,25.02717282344735,7.929999828338623,38.856817965062206,25.094368582392494,8.029999732971191,39.20562243034792,2786905,20946600,14880300
2010-01-27,25.057723999023438,8.1899995803833,40.27992630004883,25.17989839419005,8.220000267028809,40.37759108933119,24.880573647499457,7.909999847412109,39.31024800077097,24.8989007357362,8.029999732971191,39.31024800077097,4096983,26832700,9695000
2010-01-28,24.850034713745117,7.880000114440918,40.51711654663086,25.15546675326815,8.25,41.00544053148049,24.67288168897918,7.710000038146973,40.154359685623895,24.89890341540053,8.239999771118164,40.37061669000984,4972760,32084100,11638200
2010-01-29,24.917217254638672,7.460000038146973,40.796165466308594,25.155456055155675,8.100000381469727,41.110089982870605,24.831697063111733,7.300000190734863,40.57293084590152,24.843914233329865,8.010000228881836,40.70547557015366,4173866,37457700,9465700
2010-02-01,25.0882625579834,7.980000019073486,40.963584899902344,25.143241156018778,7.980000019073486,41.04729720119614,24.868350820017707,7.53000020980835,40.71942025114352,25.06382821534008,7.610000133514404,40.824062623635314,3638649,25476400,7079100
