Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,GS,HCA,GS,HCA,GS,HCA,GS,HCA,GS,HCA
Date,,,,,,,,,,
2010-01-04,132.64993286132812,,133.54662905335826,,129.91384996982046,,130.32771694734885,,9135000,
2010-01-05,134.99510192871094,,135.08706714462897,,132.25903150502901,,132.58858132504054,,11659400,
2010-01-06,133.55426025390625,,134.4126452071686,,133.17105623558905,,134.4126452071686,,7381100,
2010-01-07,136.16775512695312,,136.9954774570219,,133.31671544375914,,133.60029445422603,,8727400,
2010-01-08,133.59259033203125,,135.98377979543685,,133.31668295591066,,135.14073792551116,,7268100,
2010-01-11,131.48501586914062,,134.16744511891267,,130.6879563233437,,134.16744511891267,,7704900,
2010-01-12,128.61862182617188,,130.6572586249875,,128.01315283651533,,130.29704585758685,,10360100,
2010-01-13,129.57662963867188,,130.03646750527017,,127.31571627367144,,128.76422718820731,,11269500,
2010-01-14,129.1627655029297,,130.8412012344853,,128.15111281885117,,128.75657011609644,,10521400,
2010-01-15,126.61837768554688,,128.60337327412034,,126.13553649582495,,128.4500938836513,,10896300,
2010-01-19,127.88282012939453,,128.29667524163838,,125.61424764475682,,126.46496086468893,,7705300,
2010-01-20,128.59559631347656,,128.8944949729944,,125.93617124746096,,127.07045184070068,,8893900,
2010-01-21,123.2920150756836,,131.05572958203797,,120.14975021348876,,129.74516714065757,,51738300,
2010-01-22,118.11880493164062,,122.43368599565483,,116.68562562027196,,121.62129533371412,,30175600,
2010-01-25,118.77796936035156,,121.32245083604775,,118.41009660650941,,119.65934602814636,,17877000,
2010-01-26,115.63567352294922,,119.9428838857565,,115.49771396515573,,118.72429764847602,,15985900,
2010-01-27,116.11080169677734,,117.20675942618647,,113.63530735089137,,115.5359957477834,,19899000,
2010-01-28,117.48272705078125,,118.94656975891378,,114.92292605070834,,118.20315274774545,,16160700,
2010-01-29,113.98023986816406,,118.70131766020926,,113.28280552956284,,118.36409614728285,,18502800,
2010-02-01,117.36006927490234,,118.9848506102519,,114.35575110083201,,114.8232604824413,,12980800,
2010-02-02,120.28009033203125,,120.709277001367,,117.75860110799417,,117.75860110799417,,17246600,
2010-02-03,120.5023422241211,,122.57931331957276,,120.41037699439731,,121.03116568395187,,16785200,
2010-02-04,115.48237609863281,,119.60565574748625,,115.30610549603267,,119.00019844579334,,18895000,
2010-02-05,118.14947509765625,,118.37939986575998,,114.09516971365699,,115.58967485910148,,18759200,
2010-02-08,115.80424499511719,,118.48667279862923,,115.58965170639279,,118.23375677382037,,10257300,
2010-02-09,116.86959075927734,,117.66665014260977,,114.69298258104212,,117.03052993255993,,14017300,
2010-02-10,117.74327850341797,,119.06150135259347,,116.31008742416985,,117.08416707883022,,10555300,
2010-02-11,118.06517791748047,,119.03851954301543,,116.68564090775779,,118.3334137534658,,11163400,
2010-02-12,117.97321319580078,,118.4100715001136,,115.83493938029383,,116.77761822846688,,10293200,
2010-02-16,120.63262176513672,,120.89320938857078,,118.48668859185885,,119.02317188517831,,11497100,
2010-02-17,120.52534484863281,,121.2381105292979,,119.41405533877112,,121.09249110558886,,10070000,
2010-02-18,119.35273742675781,,120.01184890078446,,118.70129751865372,,119.26077219136906,,10991100,
2010-02-19,119.6976318359375,,120.32609219834043,,118.40241174963427,,118.41773149423322,,8693000,
2010-02-22,120.10385131835938,,121.06952157825084,,119.58268758681758,,120.47938390553024,,7375500,
2010-02-23,120.09616088867188,,122.78626111676915,,119.49070356486787,,120.18046625724821,,15696000,
2010-02-24,121.34536743164062,,122.05046131502368,,120.22640672237517,,120.58661938049411,,8361500,
2010-02-25,119.89691162109375,,119.89691162109375,,118.27212983104116,,119.73596073884225,,10519900,
2010-02-26,120.09661865234375,,120.58821928960535,,119.25935161081641,,120.02747833908037,,7812700,
2010-03-01,120.24252319335938,,121.58674463588719,,119.95832012469994,,120.21948033485623,,6522800,
2010-03-02,121.94010162353516,,122.70822824793538,,120.52675144760246,,120.73413719729939,,11986400,
2010-03-03,121.14897918701172,,122.47783548150265,,120.77259277543804,,122.16290063022795,,10006000,
2010-03-04,125.67321014404297,,125.85756477191174,,121.44851328435416,,121.55605055377345,,15439500,
2010-03-05,128.41542053222656,,129.2373217556498,,126.74090989409936,,126.8254043028561,,12226700,
2010-03-08,130.45858764648438,,131.11149978818585,,128.6304547469424,,128.95306643509687,,9344500,
2010-03-09,129.69815063476562,,132.27136710795938,,129.04523848984894,,129.98235365939385,,12958700,
2010-03-10,132.07171630859375,,132.37896232273556,,129.71356154162675,,130.78125726369308,,13107200,
2010-03-11,133.2776641845703,,133.3237616335654,,131.42648768018873,,131.65691632174565,,8910600,
2010-03-12,134.39141845703125,,135.45142506375137,,133.6540118552135,,134.42981540573277,,10216900,
2010-03-15,133.29299926757812,,134.57576919943986,,130.87340532364584,,133.61561101205703,,13958600,
2010-03-16,135.33628845214844,,135.51295436788527,,133.31611083412926,,133.90757186417162,,11687700,
2010-03-17,135.681884765625,,136.63436598739568,,134.85999538256675,,135.8508735585308,,10138600,
2010-03-18,136.30410766601562,,136.53454806596028,,134.92916575679905,,135.34394910015092,,6883500,
2010-03-19,136.64967346191406,,136.88780247662902,,135.15182941823144,,136.64967346191406,,10896600,
2010-03-22,135.31321716308594,,135.92003216570654,,134.598853158784,,135.35162584644576,,7320400,
2010-03-23,134.29164123535156,,135.8125293730017,,133.10871912331112,,135.38238013978247,,10804800,
2010-03-24,133.9689483642578,,135.1595468072673,,133.37748766560762,,133.37748766560762,,8396100,
2010-03-25,134.3453826904297,,137.28730996117977,,134.25321121814778,,134.6065547297046,,9534300,
2010-03-26,132.78607177734375,,134.79088312792032,,132.04867663729513,,134.71407748286933,,11811500,
2010-03-29,133.6924285888672,,133.98430870827838,,131.84124078739583,,133.55415971488839,,11785600,
2010-03-30,131.64154052734375,,134.2531662804345,,131.11920834431655,,133.85373716643508,,8184600,
2010-03-31,131.06544494628906,,131.85661440324006,,130.46630713851417,,130.58152143974715,,8243200,
2010-04-01,130.75045776367188,,132.11772161952206,,130.1974058983081,,131.90264719640027,,6480600,
2010-04-05,133.00880432128906,,133.1701043430431,,130.4048556268383,,131.10384192224203,,6135000,
2010-04-06,132.80911254882812,,133.56956226315432,,132.2330174769494,,132.58636094480275,,7743600,
2010-04-07,135.46682739257812,,136.6497373719175,,132.73997522093342,,132.80142676437336,,13887200,
2010-04-08,137.8787384033203,,138.877305426701,,134.63724289150406,,135.26711239203198,,10668800,
2010-04-09,137.5868377685547,,139.0309195788874,,136.34247638261056,,138.4778674694273,,8462000,
2010-04-12,136.60366821289062,,138.5547168615263,,136.60366821289062,,137.77122423849312,,6040800,
2010-04-13,137.6867218017578,,138.26281687205807,,136.0429310033285,,136.3885857013718,,6466400,
2010-04-14,142.0419921875,,142.82548472662359,,140.62096478259207,,141.2661884168427,,12556400,
2010-04-15,141.5426788330078,,142.56428852343763,,141.07412118131717,,142.51819108630878,,7838700,
2010-04-16,123.43793487548828,,143.18647373461997,,119.4820878109227,,141.0433940855205,,102043700,
2010-04-19,125.45040130615234,,125.76532420243473,,119.05958443812867,,119.52046493712808,,54299200,
2010-04-20,122.88482666015625,,128.05432444464404,,121.36394006017865,,127.84692708806845,,42196600,
2010-04-21,122.07836151123047,,125.3121798291401,,120.59588271901976,,124.18303272844757,,30371000,
2010-04-22,122.17053985595703,,124.4365110148692,,120.0505029078006,,121.31023008134608,,24823000,
2010-04-23,120.90312194824219,,123.45330788187736,,120.59587599703201,,123.04620172221709,,14916000,
2010-04-26,116.7782974243164,,120.58821088816802,,116.38655703964066,,120.3808134041948,,30940700,
2010-04-27,117.55409240722656,,119.97369828521622,,115.334206951061,,115.41102430109828,,34516800,
2010-04-28,120.60350799560547,,121.09510836632765,,118.82146104699159,,120.33467081888338,,21226100,
2010-04-29,123.08463287353516,,123.7068136567992,,121.62518503706362,,122.55462354832981,,18464300,
2010-04-30,111.5319595336914,,117.13928503008724,,110.07252394945725,,116.67840446628719,,73187900,
2010-05-03,114.83493041992188,,115.7182713502638,,112.56127045316977,,113.55983740965334,,28282700,
2010-05-04,114.7965316772461,,117.02410611455402,,113.55217018788719,,114.47391987336353,,30313400,
2010-05-05,113.82869720458984,,116.15612016090725,,113.06824755444012,,113.75956861476257,,18355200,
2010-05-06,109.31976318359375,,114.16663926070831,,106.8156634280165,,113.28328680115526,,22984700,
2010-05-07,109.83444213867188,,112.56897134240612,,108.68992912490704,,111.6702645010002,,21268500,
2010-05-10,110.47965240478516,,115.14217486151284,,108.45947565739617,,114.51999417888115,,23098200,
2010-05-11,109.05098724365234,,111.76247451942393,,108.72837532162517,,109.38127621595847,,15497900,
2010-05-12,113.06824493408203,,113.41389959589107,,109.2890630755583,,110.79459652522205,,15457000,
2010-05-13,111.10954284667969,,114.02842718620444,,110.93287695506658,,113.9592985834887,,11517900,
2010-05-14,110.01881408691406,,110.72548943794902,,108.9972038896729,,110.15708302553313,,10977400,
2010-05-17,109.56558990478516,,110.8406830151425,,106.40858875988135,,110.20313645996383,,16330100,
2010-05-18,105.5098648071289,,110.41819305933943,,104.9260928406604,,110.37210734102365,,18025300,
2010-05-19,107.61454772949219,,107.63759059120402,,104.54204114730177,,105.96306840915535,,18079900,
2010-05-20,104.54206848144531,,107.14601802186733,,104.2732193969359,,106.15512782644515,,16279200,
2010-05-21,108.01398468017578,,110.18778488668033,,104.65727438270373,,105.29482102028786,,25553400,
2010-05-24,104.99523162841797,,109.8037001447574,,104.85696273934347,,109.0739821855399,,16556800,
2010-05-25,109.5041275024414,,109.98805101672392,,103.08258858244974,,103.4896947475604,,21490900,
2010-05-26,107.7682113647461,,111.99290950881843,,107.29965346539424,,110.83303033529715,,17073900,
2010-05-27,111.61837005615234,,111.6953794973741,,108.60748185424315,,110.0628709934027,,12910200,
2010-05-28,111.08702087402344,,112.27290031316208,,110.19377492310139,,111.21023126380216,,10683700,
2010-06-01,109.23895263671875,,112.73496355890322,,109.11574220113674,,111.08706217047369,,9455200,
2010-06-02,111.5260009765625,,111.65690766520513,,108.68452330839368,,109.34676474799399,,7668400,
