Price,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,ROST,QCOM,ROST,QCOM,ROST,QCOM,ROST,QCOM,ROST,QCOM,ROST
Date,,,,,,,,,,,
2010-01-04,,31.89640235900879,,32.14782453251102,,31.644982777648067,,31.794476762742203,,14570200,
2010-01-05,,32.66424560546875,,32.83412414620538,,32.27692273996049,,32.29051333427632,,24241000,
2010-01-06,,32.34487533569336,,32.908873373812135,,32.19538397225762,,32.79335461028257,,22743800,
2010-01-07,,33.282615661621094,,33.30979686027467,,32.31090984296087,,32.44681324408697,,25266300,
2010-01-08,,33.61557388305664,,33.83981225836282,,33.22145433741233,,33.37094831571071,,25938200,
2010-01-11,,33.49325180053711,,33.76505589490516,,33.051566582995605,,33.6903115186489,,14672400,
2010-01-12,,32.94966506958008,,33.4389138334009,,32.664267581220585,,33.20108475322012,,18009100,
2010-01-13,,33.09235382080078,,33.26223243118257,,32.77298120379762,,33.194279431744725,,12426700,
2010-01-14,,32.86811447143555,,33.10594609327094,,32.7661888553421,,32.79336746434848,,13751800,
2010-01-15,,32.97682189941406,,33.323375578330854,,32.6914271917328,,33.031184277338596,,21540300,
2010-01-19,,33.513641357421875,,33.77185748862732,,32.99041509330552,,33.03798088166691,,16564800,
2010-01-20,,32.85451889038086,,33.25543247404729,,32.473992500556186,,33.235047872347145,,18151500,
2010-01-21,,32.6778450012207,,33.29620295236467,,32.562326214492785,,32.83413298973605,,18703200,
2010-01-22,,31.787689208984375,,33.004020852237055,,31.712942195177234,,32.6914447873547,,22205300,
2010-01-25,,31.876020431518555,,32.40604083455205,,31.73332302949288,,31.916792228729488,,15304700,
2010-01-26,,31.86243438720703,,32.25655404016057,,31.638195950846164,,31.86923098378463,,18325500,
2010-01-27,,32.073081970214844,,32.1478289730867,,31.441133335933294,,31.611011945317756,,27302900,
2010-01-28,,27.506736755371094,,28.614345717788154,,27.187364225756937,,28.614345717788154,,130892200,
2010-01-29,,26.63018035888672,,27.7785618694422,,26.15452213904551,,27.744586652616814,,112830300,
2010-02-01,,27.024282455444336,,27.160185825994212,,26.28361180769577,,26.67093472887114,,54762600,
2010-02-02,,26.6777286529541,,27.105823361685438,,26.487465490025148,,27.0582575709532,,45670300,
2010-02-03,,26.92915153503418,,26.990307923676458,,26.2292500667634,,26.473875621332507,,36836200,
2010-02-04,,25.93705940246582,,26.691320684848723,,25.923471397646754,,26.68452668243919,,39883900,
2010-02-05,,25.848731994628906,,26.22925845260351,,25.43422773821335,,26.100151631810995,,39365100,
2010-02-08,,25.48857879638672,,25.95064870136163,,25.461400195966753,,25.89628890838051,,27373800,
2010-02-09,,25.760393142700195,,26.018609363979415,,25.576923926960383,,25.767187146775616,,28585600,
2010-02-10,,25.434228897094727,,25.930274189657702,,25.359481884546216,,25.624492134751158,,23742400,
2010-02-11,,25.82833480834961,,25.903081788584895,,25.142026574822214,,25.325495728452168,,34201400,
2010-02-12,,26.3923397064209,,26.501061907998814,,25.80795690088645,,25.943860300894283,,37313700,
2010-02-16,,26.514657974243164,,26.704921218199257,,26.297213526252694,,26.562223785232188,,34301800,
2010-02-17,,26.793249130249023,,26.976718302811868,,26.514648370166483,,26.569008166402874,,24733000,
2010-02-18,,27.051471710205078,,27.139806724069203,,26.766074287778462,,26.820436689056663,,19503800,
2010-02-19,,26.901968002319336,,27.078640558509914,,26.820427021934535,,27.051461959809,,26638700,
2010-02-22,,26.507844924926758,,27.105818081836436,,26.290400611894267,,27.051458299648655,,27657900,
2010-02-23,,26.188488006591797,,26.602992243455198,,26.0933563965855,,26.501064037224474,,17926000,
2010-02-24,,25.847213745117188,,26.3932330706901,,25.71070826281758,,26.35228324853808,,27111500,
2010-02-25,,25.376279830932617,,25.935950125347382,,24.891687703460907,,25.410405560372297,,34843000,
2010-02-26,,25.035011291503906,,25.342147989640328,,24.918980715040977,,25.335321283223053,,30557500,
2010-03-01,,24.270593643188477,,25.13057412890356,,24.202339570590993,,25.13057412890356,,59161000,
2010-03-02,,25.888174057006836,,26.249911482212347,,24.95993961895932,,25.08279433009069,,77896200,
2010-03-03,,26.40688133239746,,26.727668794318472,,26.188473623233236,,26.263551761438176,,42163800,
2010-03-04,,26.78910255432129,,26.809577468336283,,26.331812117147187,,26.57751889620477,,29404500,
2010-03-05,,26.454669952392578,,26.97339045156042,,26.359116861394938,,26.952915533097055,,26466900,
2010-03-08,,26.475143432617188,,26.62529715113585,,26.352288733339876,,26.502445055484603,,13854600,
2010-03-09,,26.400070190429688,,26.557050645726974,,26.277215468261975,,26.434195923559262,,20134400,
