Price,Close,High,Low,Open,Volume
Ticker,CVS,CVS,CVS,CVS,CVS
Date,,,,,
2010-01-04,22.944246292114258,22.99990371300622,22.52682625099216,22.561610812103684,14676800
2010-01-05,22.853796005249023,22.97902250285786,22.721613659502328,22.90945340591559,7512000
2010-01-06,22.65204429626465,22.944237684656315,22.512903450124895,22.57551669819324,11319600
2010-01-07,23.486888885498047,23.563416499275096,22.65204894510847,22.679874996934394,17940200
2010-01-08,23.653860092163086,23.93909771064821,23.31296505841665,23.424277235047636,21856500
2010-01-11,23.60515785217285,23.779083269501626,23.472975490403833,23.779083269501626,9829000
2010-01-12,23.347749710083008,23.632987297295045,23.25730774714514,23.556459686646953,11745000
2010-01-13,23.632991790771484,23.72343111701376,23.111215423207614,23.21556910438528,11407200
2010-01-14,23.61906623840332,23.688635326206807,23.403397819987575,23.50775410558339,9664800
2010-01-15,23.591245651245117,23.75125673130961,23.389491511814956,23.6190743574889,14320000
2010-01-19,23.61906623840332,23.69559382732151,23.438182363889318,23.535582802261022,8592900
2010-01-20,23.610698699951172,23.7432272257568,23.38052191746909,23.59675084956021,9541300
2010-01-21,23.185218811035156,23.694400467595333,23.1015157485521,23.575822459471567,12078000
2010-01-22,23.185218811035156,23.58977296988541,22.80856301222479,23.06664080291139,10972000
2010-01-25,23.045713424682617,23.331692199676617,23.01781240741797,23.331692199676617,7404100
2010-01-26,22.885290145874023,23.150341868980156,22.85041253844459,22.975964474984497,7440300
2010-01-27,22.648136138916016,23.04571637304574,22.487709260301198,22.794612507113747,10626700
2010-01-28,22.55048942565918,23.19917098571685,22.522588399629864,22.72486684715996,13955400
2010-01-29,22.57838249206543,23.01781423613955,22.550484133371764,22.63418453102809,11500200
2010-02-01,22.962017059326172,22.982944158762265,22.620238811066027,22.717889739140354,7311100
2010-02-02,23.282873153686523,23.44330005590162,22.752764323004453,23.010844812504914,9421200
2010-02-03,22.613256454467773,23.038737670332704,22.55745707871482,22.808560921571996,13361800
2010-02-04,21.727420806884766,22.61325686681802,21.713470297495252,22.61325686681802,15837600
2010-02-05,21.67162322998047,21.971552573207934,21.176392048665534,21.713473433800072,25372800
2010-02-08,22.82251739501953,23.65952687556622,22.571413486540227,23.65952687556622,36924800
2010-02-09,22.82251739501953,23.192196670953926,22.59233792531742,23.164295645392173,15547500
2010-02-10,22.82948112487793,22.913181503392558,22.550478976233485,22.85040555430982,8070100
2010-02-11,23.16429901123047,23.220101070462178,22.773695239763047,22.822520711196475,10367800
2010-02-12,23.01084327697754,23.241020065391304,22.850413724679814,23.122444708496822,10772300
2010-02-16,23.38052749633789,23.457253995735744,23.04572313051973,23.115473042269464,7642400
2010-02-17,23.70835304260254,23.819954474844067,23.450272568653734,23.52699905221754,9118400
2010-02-18,23.799030303955078,23.88970731029958,23.617678952054423,23.715329884676954,8455400
2010-02-19,23.931550979614258,24.008274786592715,23.575819658297178,23.77112412009797,7935700
2010-02-22,23.86878204345703,24.057109975897188,23.79902947915238,24.00130792445347,6978800
2010-02-23,23.8199520111084,23.88272797655049,23.46422065334062,23.785074405250093,10182000
2010-02-24,24.07105827331543,24.08500878643446,23.819957019537785,23.861805898106567,7587900
2010-02-25,23.715328216552734,24.085007481417374,23.624651216586404,23.722302142340222,13221900
2010-02-26,23.54094696044922,23.764149800248237,23.471197070807424,23.736248780076426,12715400
2010-03-01,24.001300811767578,24.05012626191748,23.568845684388087,23.624645058507628,11964100
2010-03-02,24.175682067871094,24.238458036844076,23.96642972489045,24.043156204833863,9878200
2010-03-03,24.23147964477539,24.398880423985073,24.043151772573943,24.085000636982656,8414200
2010-03-04,24.32215118408203,24.475604098178085,24.13382333336063,24.29425283125402,10790800
2010-03-05,24.43376350402832,24.524440508432786,24.224511129915808,24.357037012669796,6873700
2010-03-08,24.29425811767578,24.524434878119134,24.252406588146226,24.475609424061826,4710600
2010-03-09,24.18963623046875,24.412839118114157,24.105935812798798,24.25241220891829,6657600
2010-03-10,24.30820655822754,24.41980797890096,24.091980302365897,24.168706777976578,6590400
2010-03-11,24.175682067871094,24.34308553872835,24.015255182893004,24.28728349484663,8626700
2010-03-12,24.154762268066406,24.287288156540612,24.02223371880379,24.231488762736678,6330100
2010-03-15,24.22450828552246,24.322159204589774,23.952479965038386,24.112906855047253,5650000
2010-03-16,24.364002227783203,24.482577542146682,24.140799444803783,24.224499823224303,7861200
2010-03-17,24.55931282043457,24.69184134972954,24.287284497253545,24.398885928835195,7652700
2010-03-18,24.47560691833496,24.62905985011235,24.370979435616302,24.62905985011235,7255900
2010-03-19,24.098955154418945,24.59418631141508,23.875752304483,24.098955154418945,16438000
2010-03-22,24.545360565185547,24.608136532289873,23.945504576040456,24.050129414022447,13113800
2010-03-23,25.054536819458008,25.110338849635074,24.5662823593449,24.691834266456056,11595200
2010-03-24,24.76856803894043,25.180098864429006,24.705792060110365,25.047572980582565,10334500
2010-03-25,25.40329933166504,25.493976328172508,24.88714369785836,24.908068135210826,15189400
2010-03-26,25.6613826751709,25.807859074572505,25.45213029591312,25.45213029591312,14978400
2010-03-29,25.856685638427734,25.90551110696715,25.466079229323952,25.675334278251125,13182300
2010-03-30,25.828777313232422,26.031055717626458,25.73112640374226,25.85667833331182,8150800
2010-03-31,25.50094985961914,25.786928665925913,25.445147818979894,25.74507713544648,7802100
