Price,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,SQ,SO,SPGI,SQ,SO,SPGI,SQ,SO,SPGI,SQ,SO,SPGI,SQ,SO,SPGI,SQ
Date,,,,,,,,,,,,,,,,
2010-02-09,,16.139291763305664,26.23782730102539,,16.299188589158113,26.48470166835609,,16.072237589241645,25.929239492006168,,16.134133674238825,26.26868696480917,,4218000,2203000,
2010-02-10,,16.13413429260254,25.898374557495117,,16.175398022913853,26.330400933725276,,15.994868833875005,25.713222498352852,,16.13929238186707,26.09895938832798,,3165800,2310500,
2010-02-11,,16.154769897460938,26.28411293029785,,16.18571745734964,26.384405351372315,,15.91234554135658,25.65150463048493,,16.087716687067882,25.875232745597543,,3605200,1641000,
2010-02-12,,16.077404022216797,26.361248016357422,,16.128983955849435,26.515543304558495,,15.984560338439127,25.813502539034555,,16.036140272071766,26.18380946495443,,6222500,2102000,
2010-02-16,,16.4436092376709,26.615846633911133,,16.46424159154154,26.685279395021507,,15.994866362837016,26.291829044022094,,16.26308106032668,26.484697497891013,,3797300,1283300,
2010-02-17,,16.319820404052734,26.80870819091797,,16.5570866047303,26.99386315389198,,16.2888728526176,26.59269651989687,,16.515823858686737,26.7469888889472,,3320700,932400,
2010-02-18,,16.40750503540039,27.00930404663086,,16.438453568909715,27.055593547120086,,16.28887194169592,26.60814014748352,,16.28887194169592,26.808722097057192,,2976400,1102800,
2010-02-19,,16.65509033203125,27.25617027282715,,16.68603690154961,27.35645974609419,,16.36624322166346,26.685278376276496,,16.371401311184847,26.963009410115248,,4247500,1805400,
2010-02-22,,16.680879592895508,27.027069091796875,,16.758249950970054,27.65614850445021,,16.61382541373823,26.848442262619162,,16.716985235300978,27.423157116942164,,3799400,1531200,
2010-02-23,,16.51582145690918,26.63874626159668,,16.737614341517894,27.09696389158748,,16.51582145690918,26.592149766691595,,16.675719247648583,26.926102176546397,,4049500,1262900,
2010-02-24,,16.572566986083984,26.871734619140625,,16.61898881950872,26.910568977413444,,16.366247289171728,26.522249095849876,,16.52614515265925,26.77853867710613,,3603200,1716200,
2010-02-25,,16.510669708251953,26.53777313232422,,16.520985889741024,26.54554118723632,,16.29403579981273,26.07955862243662,,16.469406949906094,26.320314997103676,,3895700,2232100,
2010-02-26,,16.386873245239258,26.56107521057129,,16.55192815118964,26.747467057581616,,16.37655706766615,26.429044936514398,,16.54161197361653,26.51447576749621,,3852100,1158900,
2010-03-01,,16.536453247070312,26.654273986816406,,16.572558881230833,26.794069368358596,,16.417819184222495,26.42904776514895,,16.448766730102264,26.53777684798281,,2971100,1378800,
2010-03-02,,16.624143600463867,26.654273986816406,,16.696354893996247,26.693105378879167,,16.515826660165295,26.514478605274213,,16.60867031402412,26.693105378879167,,3216800,1214600,
2010-03-03,,16.598356246948242,26.6309814453125,,16.696357019559777,26.693111093384676,,16.510669688202825,26.43682148078729,,16.675726624217116,26.685345998367882,,3455100,1500200,
2010-03-04,,16.65509033203125,26.786298751831055,,16.67056361679043,26.81736208148901,,16.505508687325968,26.28148187116941,,16.598352331100973,26.576605722755204,,3264100,1419200,
2010-03-05,,16.618988037109375,27.39984130859375,,16.629304218230363,27.446440746330588,,16.52098530026519,26.918325635891712,,16.557090950383458,26.918325635891712,,5062900,1392000,
2010-03-08,,16.686033248901367,27.547405242919922,,16.758246486392984,27.58623662712466,,16.624138155803802,27.260046481986485,,16.758246486392984,27.44644127387183,,3070100,1347000,
2010-03-09,,16.6654052734375,27.41538429260254,,16.716984197210962,27.59401109072755,,16.54677217467069,27.260055740384264,,16.701510913600888,27.500815144454876,,10894400,1425000,
2010-03-10,,16.691194534301758,27.213459014892578,,16.737616352182712,27.640610307840657,,16.58287761511613,26.9028019131236,,16.670562177996935,27.493049813955523,,3721100,2084700,
2010-03-11,,16.763410568237305,27.26005744934082,,16.763410568237305,27.26005744934082,,16.62414507509563,26.576616516968055,,16.63961836290792,26.62321301170271,,2547900,1503800,
2010-03-12,,16.753087997436523,27.221220016479492,,16.784036528867514,27.430913084248914,,16.639612016465833,27.011526948710074,,16.77372035172385,27.430913084248914,,3238000,1398800,
2010-03-15,,16.9490966796875,27.407623291015625,,16.96456996639265,27.407623291015625,,16.747936082079715,26.801842143166454,,16.773725549125032,27.213463312409925,,3353700,1762000,
2010-03-16,,17.129627227783203,27.438676834106445,,17.16057577297936,27.617303575808673,,16.861412405581266,27.314411661466867,,16.94909896649847,27.423143687526498,,4859400,1549700,
2010-03-17,,17.25341796875,27.788171768188477,,17.25341796875,27.80370492008173,,17.07804682949021,27.34548730849097,,17.14510102122168,27.446451314474235,,3424600,1463600,
2010-03-18,,17.21731185913086,28.036697387695312,,17.258574613824212,28.316288207596536,,17.150257669192616,27.694976920397103,,17.22762803970676,27.78817287281554,,3375900,1853400,
2010-03-19,,17.114154815673828,27.780414581298828,,17.279209796620762,28.331828298564016,,17.088365343827853,27.65615229342714,,17.114154815673828,27.780414581298828,,8063000,2020400,
2010-03-22,,17.078044891357422,27.904664993286133,,17.170888540876682,27.99009583533584,,17.04193924627883,27.570709681262034,,17.114150536436014,27.656140523311738,,3480300,1098200,
2010-03-23,,17.20183753967285,27.990087509155273,,17.20183753967285,27.990087509155273,,17.026466395568622,27.648364242608494,,17.098679663525957,27.87359040235169,,4174100,976700,
2010-03-24,,17.036775588989258,27.85806655883789,,17.191516274962684,28.22308818356518,,17.026459412083728,27.65614153062107,,17.191516274962684,27.90466600964738,,2922400,1019200,
2010-03-25,,17.026460647583008,27.73381233215332,,17.139936634168517,28.16096371872665,,16.94393319395983,27.718279177395665,,17.11414717383809,28.0600026567714,,3877800,1181600,
2010-03-26,,17.07288932800293,27.66390609741211,,17.176049178413532,28.036692808849665,,16.99036184119655,27.524110710292344,,17.031626568404985,27.84253287814393,,2678400,1164700,
2010-03-29,,17.196680068969727,27.671676635742188,,17.201837175623787,27.966797623781172,,17.07804693982319,27.601778935912808,,17.07804693982319,27.702739975830816,,2640100,1158400,
2010-03-30,,17.129627227783203,27.83477020263672,,17.253419440957355,28.02116505587134,,17.047099741537256,27.64061025506326,,17.222470895761198,27.71827304903437,,3324300,1129500,
2010-03-31,,17.10382843017578,27.68722152709961,,17.150250238849978,27.951279287016256,,17.021300988933813,27.601790639678498,,17.098671325927274,27.702751722406223,,2740600,1356700,
2010-04-01,,17.23794174194336,27.648366928100586,,17.253416996153838,28.03668670497079,,17.12446769419097,27.4309088010996,,17.17088952160201,27.84252681653569,,2661500,1180000,
2010-04-05,,17.2740478515625,27.656145095825195,,17.289521136814557,27.904669606889254,,17.181204204830124,27.578479334464014,,17.28436206332385,27.648377038366146,,2126800,1159300,
2010-04-06,,17.475208282470703,27.578475952148438,,17.475208282470703,27.632843459756387,,17.176044986061193,27.430915467628292,,17.21730970319768,27.50081316295794,,3050600,1332700,
2010-04-07,,17.310152053833008,27.485279083251953,,17.444258439271444,27.609541319342462,,17.279203518296505,27.213456367630645,,17.428785155308127,27.43091454012769,,3302600,1604000,
2010-04-08,,17.284360885620117,27.485279083251953,,17.320468494764693,27.63284252542815,,17.201833423882288,27.283354060596896,,17.268887601422367,27.34548369731945,,2773400,1223200,
2010-04-09,,17.501001358032227,27.81146812438965,,17.501001358032223,27.81146812438965,,17.18636471157942,27.41538022684147,,17.335946390648854,27.539642457658584,,3197200,1482000,
2010-04-12,,17.511302947998047,27.982336044311523,,17.531935293631488,27.997869198603627,,17.459722083914443,27.741579559399543,,17.490670602364606,27.827010426682985,,2429000,1594200,
2010-04-13,,17.490678787231445,28.22309112548828,,17.52162732016416,28.238624277377255,,17.392678051025737,27.842536310822826,,17.48036260958721,27.927967164889303,,3045000,1872300,
2010-04-14,,17.531944274902344,28.59588050842285,,17.5371013801482,28.658013121683478,,17.38236264384532,28.052231992976633,,17.433941566743016,28.238626870112444,,3038900,2186200,
2010-04-15,,17.511302947998047,28.386186599731445,,17.51646005060202,28.689075674408,,17.3823537392022,28.339590103717196,,17.480354429547884,28.61917796774064,,2774400,1648100,
2010-04-16,,17.470046997070312,26.995996475219727,,17.531944064938006,28.463848095081946,,17.413309001996474,26.895035440567266,,17.50099553100416,28.261920100485952,,4463400,5088200,
2010-04-19,,17.583524703979492,26.85621452331543,,17.640262704592928,27.283365961025673,,17.43910213340708,26.35916239950433,,17.490681060722956,26.9261092841229,,3428600,3511900,
2010-04-20,,17.743427276611328,26.972700119018555,,17.764057672494303,27.13579376731708,,17.645424533822663,26.615446519132526,,17.660899790247996,27.089197275029353,,2881600,2121100,
2010-04-21,,17.769216537475586,26.739700317382812,,17.82079547799005,27.05812241882916,,17.70216234071842,26.530007280433537,,17.75374128123288,26.99598983189094,,3076800,2969600,
2010-04-22,,17.820789337158203,25.807741165161133,,17.841421693298507,26.55331469005305,,17.614471678584504,25.799976070434393,,17.67120770655567,26.46011874010302,,3319700,4533100,
2010-04-23,,17.913639068603516,25.82327651977539,,17.91363906860352,26.00967139821925,,17.69700515823416,25.551453741467768,,17.846584872132333,25.854342826623714,,3459200,3148600,
2010-04-26,,17.985851287841797,26.312557220458984,,18.14059008421449,26.46788577279284,,17.898166691354472,25.78444192011131,,17.939429452168934,25.84657156345742,,5202400,2238200,
2010-04-27,,17.795000076293945,26.133941650390625,,18.15605844237839,26.68535543357186,,17.764051541734776,25.908715300872547,,18.047741522836,26.219369576364077,,5196700,3978100,
2010-04-28,,18.187002182006836,25.799968719482422,,18.285004875737307,26.351382129992462,,17.903314212617072,25.667938445579388,,18.037422540582085,26.13392398785216,,9756900,3475700,
2010-04-29,,18.100786209106445,26.49894905090332,,18.20529461313104,26.522250259418385,,18.02763092428883,26.02519830058836,,18.20529461313104,26.05626460351131,,6296800,2747500,
2010-04-30,,18.058984756469727,26.188291549682617,,18.304577223291783,27.112491723223627,,18.053758239729547,26.056261260522287,,18.116462487287084,26.60767473475317,,6479700,3479600,
2010-05-03,,18.085119247436523,26.242660522460938,,18.20530327155803,26.38245592863675,,18.032864023905677,26.03296741319721,,18.15827456704675,26.32809137764014,,5212500,1755400,
2010-05-04,,17.93357276916504,25.372821807861328,,18.090334371623058,25.986367984205348,,17.881319566123008,25.201963059969373,,18.006728050756653,25.955301679990146,,5907400,2963600,
2010-05-05,,17.77681541442871,24.78257179260254,,18.21052268464013,25.28738876400411,,17.77681541442871,24.57287872583474,,17.896999404808557,25.069927641442007,,7230300,3179500,
2010-05-06,,17.494646072387695,23.602079391479492,,17.84474905123743,24.821403451566894,,16.74218888411274,22.382755331392094,,17.77159174710012,24.65054325531324,,13046900,4930500,
2010-05-07,,17.724557876586914,23.516647338867188,,17.907448093567485,23.936031947543153,,17.41103463795185,23.019596993536926,,17.541669652938484,23.60207668654199,,14377500,4710800,
2010-05-10,,18.220975875854492,22.639047622680664,,18.27845561571512,24.207860218207355,,18.02763656359545,21.17896559564218,,18.121693957306906,24.207860218207355,,5961600,15645500,
2010-05-11,,18.2262020111084,23.345794677734375,,18.341159495081875,23.695283220750188,,18.06421383793463,22.07987230886505,,18.126918101314036,22.312863683326903,,5170100,5191100,
2010-05-12,,18.32025146484375,23.268125534057617,,18.341151548026005,23.376856103250024,,18.137361285343985,22.965236514236224,,18.19484099909158,23.36908952821323,,3646500,3324700,
2010-05-13,,18.09556770324707,22.701173782348633,,18.304582587468246,23.31471974035273,,18.06944109188601,22.32838715236564,,18.27323145116804,23.112793278781346,,4665400,5602700,
2010-05-14,,18.01195526123047,22.507020950317383,,18.16871686972999,22.701180899470547,,17.928348937141926,22.2196650551115,,18.03808186375839,22.561385499068614,,3821700,3626600,
2010-05-17,,18.09556770324707,22.833208084106445,,18.153047444241015,22.988536624801334,,17.855197696060344,22.35169227433324,,18.090341184975255,22.60021675438686,,3470000,4081300,
2010-05-18,,17.907455444335938,22.483718872070312,,18.184401151923783,23.050665471442876,,17.839524650525217,22.266259232808974,,18.15305001119034,23.019599173838714,,5314400,3479800,
2010-05-19,,17.729787826538086,22.73224639892578,,17.928353645899815,22.83320891713497,,17.65140600503588,22.211897694333494,,17.86564739136504,22.421590787525044,,5971800,4070500,
2010-05-20,,17.458066940307617,21.800277709960938,,17.75069015210736,22.48372152465794,,17.43716485517923,21.44302413330056,,17.51032015979603,22.312859830322303,,11055600,6096800,
2010-05-21,,17.567800521850586,22.0643367767334,,17.567800521850586,22.0643367767334,,17.24905068897358,21.411959220987125,,17.28563033591511,21.489623497875563,,6904200,4081000,
2010-05-24,,17.301305770874023,22.146562576293945,,17.55734934417137,22.334510589742,,17.2751791604014,21.80982182540358,,17.473742994659414,21.974275777041367,,6329400,3440000,
2010-05-25,,17.23859977722168,21.91945457458496,,17.28040195111661,22.005597961562252,,16.956427628434394,21.159831278396453,,17.170669002143466,21.54355860288412,,6889300,3825200,
2010-05-26,,17.07138442993164,21.91945457458496,,17.34833204358457,22.58510462468717,,17.003455650858648,21.83331118760767,,17.34833204358457,22.029090526244918,,8774700,3358000,
2010-05-27,,17.2020206451416,22.318845748901367,,17.29085350647187,22.51462509757594,,17.097514210634177,22.052585715209716,,17.243824813610544,22.303183042524708,,5475400,3102600,
2010-05-28,,17.087068557739258,21.77066421508789,,17.280407914555745,22.201379702910053,,17.045264376085374,21.692353666100203,,17.243830252275142,22.138730367513116,,7506200,3871200,
2010-06-01,,16.86236572265625,21.159835815429688,,17.118409201583884,21.77849788146273,,16.857139206488494,21.15200446096368,,17.019127321047108,21.535731867729115,,6616300,3271800,
2010-06-02,,17.081832885742188,21.958616256713867,,17.092283925555883,22.0212655993626,,16.84146495002327,21.105018029576044,,16.966875434455588,21.183328587628345,,5779100,3299000,
2010-06-03,,17.154991149902344,21.935121536254883,,17.24382200342358,21.989939522721258,,17.050482739093955,21.629706186697593,,17.050482739093955,21.919458827642174,,4789400,2586200,
2010-06-04,,16.78921890258789,21.410425186157227,,17.040037985060472,21.872464471318263,,16.742190200040977,21.30078925194192,,17.040037985060472,21.30078925194192,,7466100,3377000,
2010-06-07,,16.867591857910156,21.496572494506836,,17.134088394648415,21.841143063309993,,16.851916294572163,21.4025977524928,,17.134088394648415,21.48874114153251,,5066600,4237000,
2010-06-08,,17.160221099853516,22.09174156188965,,17.165445625046573,22.311014975830627,,16.78921801783056,21.136338853239966,,16.914626555791642,21.614040954403773,,5628000,5652200,
2010-06-09,,17.01912498474121,21.864643096923828,,17.186337599181545,22.41282600549913,,16.96687179022796,21.778499684344727,,17.186337599181545,22.115240485868565,,3925900,4523500,
2010-06-10,,17.254274368286133,22.600772857666016,,17.264725409502415,22.62426542809419,,17.081835178215933,22.146564740690355,,17.17589255583017,22.146564740690355,,4602300,2192600,
2010-06-11,,17.259492874145508,22.60860252380371,,17.259492874145508,22.639926446594522,,17.029576027552178,22.22487364045025,,17.118406856918373,22.404991797790185,,3565800,1551500,
2010-06-14,,17.332651138305664,22.459814071655273,,17.426708499373632,22.835710178991157,,17.269946895370996,22.444151360430023,,17.374455295816734,22.812216112153283,,3420600,1704800,
2010-06-15,,17.61482048034668,23.74412727355957,,17.620046995888202,23.775452697006138,,17.384903629810548,22.72607491040057,,17.4528343785289,22.741737622123853,,2718000,4151200,
2010-06-16,,17.69320297241211,24.096527099609375,,17.69320297241211,24.1121898089151,,17.494637233879878,23.407382826939283,,17.541665908970888,23.532681514028724,,3171100,5299500,
2010-06-17,,17.77681541442871,23.4935302734375,,17.813393063964647,24.159180596587248,,17.59392517341663,23.344737496809103,,17.719335681348696,24.112193954270335,,3753700,4104500,
2010-06-18,,17.82384490966797,23.571834564208984,,17.86564708530918,23.791106485143228,,17.740238565053055,23.43087319007815,,17.808169342969077,23.59532713077883,,4646100,2610800,
2010-06-21,,17.724557876586914,23.47002601623535,,17.95447677869596,23.90074144713263,,17.667080144391793,23.35255871460074,,17.896997053168697,23.90074144713263,,3692100,1697400,
2010-06-22,,17.525997161865234,23.274248123168945,,17.797718279878552,23.728456146306012,,17.510319601852217,23.180274873514584,,17.71411193536157,23.55617085948777,,4921600,2159000,
2010-06-23,,17.421489715576172,23.84592056274414,,17.573026846477326,24.080855137344756,,17.343107891087268,23.203763171059098,,17.541673718015247,23.305569248749602,,3432400,4153300,
2010-06-24,,17.40058708190918,23.689302444458008,,17.6043774271629,23.845926529165283,,17.374460472346595,23.524848499825545,,17.39536255732968,23.71279650526749,,4291700,5484000,
2010-06-25,,17.39012908935547,23.289918899536133,,17.46328436422681,23.689309083154694,,17.296071737854678,22.9688407802174,,17.442384280929097,23.650153797843977,,5234500,5691000,
2010-06-28,,17.667081832885742,23.37605857849121,,17.745461653369425,23.697136646424088,,17.39536073654452,23.148953777735777,,17.46328951563058,23.289915172180095,,4107000,2299500,
2010-06-29,,17.5782527923584,23.015823364257812,,17.635732535852938,23.313408857405186,,17.384913467876295,22.843538048110158,,17.536450611028673,23.015823364257812,,5505300,3736100,
2010-06-30,,17.39012908935547,22.036930084228516,,17.62004794561595,22.984503212763187,,17.33787589111358,21.982112087987687,,17.59391935316327,22.984503212763187,,4567200,4754700,
2010-07-01,,17.437162399291992,22.02910041809082,,17.46851552256873,22.38150398335067,,17.24382312241612,21.66103563390269,,17.416262310439773,22.08391991221451,,5057400,2802600,
2010-07-02,,17.442392349243164,21.77066421508789,,17.583478441756437,22.279691745575718,,17.400588176646938,21.661028251562747,,17.499872089896645,22.05258697121309,,4491700,1402200,
2010-07-06,,17.505090713500977,21.692359924316406,,17.557343918298034,21.95862004998856,,17.37445570817634,21.457423728540643,,17.546894872004216,21.92729462641376,,8049700,3258800,
2010-07-07,,18.043310165405273,21.708019256591797,,18.064212249137544,22.0056047799867,,17.468516816094777,21.473084574903844,,17.520770032093033,21.66886397420323,,6020200,4245700,
2010-07-08,,18.038084030151367,23.1332950592041,,18.058986112016868,23.14112492091554,,17.891773443757362,21.841149799782997,,18.022408465418366,21.88030657673176,,4398000,3384600,
2010-07-09,,18.13736915588379,23.09413719177246,,18.158271241468036,23.172449248293844,,17.964931933145245,22.85137116086658,,18.053762806879398,23.172449248293844,,3172700,1487300,
2010-07-12,,18.1739501953125,23.321231842041016,,18.18440124005195,23.399542370753466,,18.01196398518345,22.851361201378356,,18.064217215547732,22.992322542944912,,3336300,1723000,
2010-07-13,,18.23142433166504,24.018211364746094,,18.278453021846996,24.198328013115354,,18.142593468728204,23.49352263286499,,18.210522248621423,23.556171966805515,,3396700,2054200,
2010-07-14,,18.241872787475586,23.806772232055664,,18.262774867556416,24.002551611420724,,18.090335696887674,23.689304903172253,,18.194844103959756,23.861590219289383,,2854700,1413300,
2010-07-15,,18.299354553222656,23.939903259277344,,18.335932200780107,23.994721248776848,,18.184395093280795,23.53268177488361,,18.252325864458466,23.838098635018003,,7236800,1464900,
2010-07-16,,18.1739501953125,22.968830108642578,,18.356840488253415,23.885077399791523,,18.16349915057305,22.898349432886683,,18.21052785523409,23.86158334331366,,4914000,1976500,
2010-07-19,,18.50836753845215,23.219436645507812,,18.55017169908047,23.329074125701265,,18.215746387382293,22.882695837007493,,18.267999594835597,23.000164672477496,,4410100,1307200,
2010-07-20,,18.72783660888672,23.321231842041016,,18.72783660888672,23.329063193647777,,18.3463825884247,22.718231211418562,,18.377733717595795,22.96099713651786,,6615000,1522200,
2010-07-21,,18.482234954833984,22.8826961517334,,18.696476225406535,23.477865717832696,,18.403855169013656,22.780891519094585,,18.696476225406535,23.43087907920542,,4538000,2099700,
2010-07-22,,18.628555297851562,24.04953956604004,,18.727837198908283,24.112190404811248,,18.482242714892056,23.015824625166378,,18.586751133196763,23.015824625166378,,4046100,2168700,
2010-07-23,,18.753969192504883,23.227262496948242,,18.75919571125427,24.2609772496558,,18.544954289185142,23.007989082197756,,18.591982991265333,23.689301893033882,,3292600,3239800,
2010-07-26,,18.853254318237305,23.994722366333008,,18.863703369737006,24.135683770855987,,18.649461933999444,23.180280853291052,,18.649461933999444,23.227267490239292,,3216300,2290500,
2010-07-27,,19.192895889282227,24.02604103088379,,19.219022493241017,24.174833748672256,,18.858470574612628,23.783275065623116,,18.95775246698888,24.127845631258317,,4951900,1520200,
2010-07-28,,19.1197509765625,23.6501522064209,,19.151104114326696,24.065203580027827,,18.947311708859218,23.57967150266155,,19.151104114326696,24.033879652622723,,5459200,1180800,
2010-07-29,,18.778453826904297,23.587495803833008,,18.926606655868692,24.237483160144667,,18.545639931753495,23.36822240286024,,18.74141360123229,23.814599064056726,,8191000,1422200,
2010-07-30,,18.693805694580078,24.033878326416016,,18.762589823373656,24.174839726156353,,18.577398679033884,23.070642592749774,,18.69909600509032,23.156786002297363,,5692200,1991600,
2010-08-02,,18.963642120361328,24.441091537475586,,18.974224752104046,24.47241694813454,,18.76257615411099,24.159170309933977,,18.778451110940374,24.276637612549465,,4687300,2481100,
2010-08-03,,18.841955184936523,23.900745391845703,,19.02185598606345,24.417602799285262,,18.799624634821143,23.845927408280605,,18.889576044600467,24.417602799285262,,3966700,1391300,
2010-08-04,,18.926618576049805,24.08086395263672,,19.000695037186127,24.19833128293834,,18.783755964530247,23.885084570907964,,18.878997705543284,24.041708673762226,,4309400,1128000,
2010-08-05,,19.0059814453125,24.11219024658203,,19.021856411176415,24.27664421624266,,18.799625054967535,23.892916793356335,,18.863120881559656,23.908579502946356,,3139700,1236200,
2010-08-06,,18.98481559753418,23.947729110717773,,19.037726760708885,24.0417038523198,,18.81549745325732,23.68930043840951,,18.900156525395747,23.838093156913615,,3837000,2348800,
2010-08-09,,19.127685546875,24.370615005493164,,19.14884880925873,24.503745027939726,,19.005986191399124,24.04953548597549,,19.032443801635264,24.08086090004666,,3904000,1830100,
2010-08-10,,19.238792419433594,24.347122192382812,,19.37636265192568,24.394108822219007,,19.01656109810767,23.892914120824837,,19.03243606147974,24.159174179359997,,5753600,1243900,
2010-08-11,,18.9742431640625,23.52484893798828,,19.164726683408837,24.033874982250843,,18.96895083384034,23.493523522992184,,19.05890228172392,24.010380921003772,,4801500,1875900,
2010-08-12,,18.93190574645996,22.984493255615234,,18.995401575557697,23.242921907137983,,18.794335486945236,22.7338959564026,,18.92661543658441,23.235090554827874,,3659700,1651000,
2010-08-13,,18.963642120361328,22.733903884887695,,19.12237755964081,22.92968327988566,,18.836652557879376,22.71824117480508,,18.841944882966043,22.86703393323344,,3408000,1189300,
2010-08-16,,18.97951316833496,22.444150924682617,,19.00596873584137,22.67908561378676,,18.83665068168384,22.381501574676292,,18.878981204438432,22.592943691077018,,2898500,1938500,
2010-08-17,,19.080059051513672,22.749563217163086,,19.175300768686437,22.890524608875655,,18.984817334340914,22.577277901557796,,19.048311139645527,22.639927243021365,,3431700,2598600,
2010-08-18,,19.021846771240234,22.898353576660156,,19.08534054722306,23.133289702920646,,18.90014952626034,22.577275548414324,,19.074757914820797,22.679080157552626,,3915100,1124200,
2010-08-19,,18.778453826904297,22.530290603637695,,18.984810129656392,22.80438202457714,,18.667337186750093,22.342342584796437,,18.968935170530987,22.757393899608267,,3904600,1621800,
2010-08-20,,18.93190574645996,22.06825065612793,,18.974236299191784,22.45980939312473,,18.619724984574244,21.7315099033222,,18.619724984574244,22.358003285045857,,4357800,2587700,
2010-08-23,,18.98481559753418,21.911623001098633,,19.185879632343266,22.185714371165627,,18.953067688570457,21.73150636984922,,18.9636503248917,22.185714371165627,,4687900,1785600,
