Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,TSLA,TTD,TXN,TSLA,TTD,TXN,TSLA,TTD,TXN,TSLA,TTD,TXN,TSLA,TTD,TXN
Date,,,,,,,,,,,,,,,
2010-01-04,,,17.413835525512695,,,17.8155390190235,,,17.333494316018452,,,17.54104190847016,,,10369300
2010-01-05,,,17.313413619995117,,,17.60799513726674,,,17.206292836081712,,,17.373669220568964,,,10943800
2010-01-06,,,17.186199188232422,,,17.427221478025903,,,17.112553204799998,,,17.340185083609423,,,8933800
2010-01-07,,,17.239761352539062,,,17.300016931269443,,,16.978654696027412,,,17.13933581364843,,,10775400
2010-01-08,,,17.634763717651367,,,17.634763717651367,,,17.0857697623362,,,17.139330117074763,,,12875600
2010-01-11,,,17.407140731811523,,,17.73519823082727,,,17.219678756525287,,,17.634772674309016,,,11677000
2010-01-12,,,16.677379608154297,,,17.42722622685218,,,16.516698463500514,,,17.420531019535744,,,21165300
2010-01-13,,,16.75101661682129,,,16.844746914960357,,,16.516689594494082,,,16.744321413099993,,,18809200
2010-01-14,,,16.543476104736328,,,16.737633263543874,,,16.389490185186943,,,16.663987268550656,,,22908400
2010-01-15,,,16.402873992919922,,,16.583640665847604,,,16.202022985431093,,,16.523385108205044,,,20359100
2010-01-19,,,16.550168991088867,,,16.59034022471537,,,16.30245276862493,,,16.369403547689203,,,11783800
2010-01-20,,,16.436359405517578,,,16.476530654677823,,,16.20203350365145,,,16.41627505791785,,,13253500
2010-01-21,,,16.188634872436523,,,16.65728771533403,,,16.074818944865175,,,16.436351064987267,,,18407800
2010-01-22,,,15.472273826599121,,,16.181949359267133,,,15.398627806715847,,,16.135084174607055,,,21806400
2010-01-25,,,15.860583305358887,,,15.947618445607247,,,15.532525812145513,,,15.673121333388298,,,20192100
2010-01-26,,,15.632952690124512,,,16.00118018100693,,,15.592782720223596,,,15.659732244398349,,,19646700
2010-01-27,,,15.75346565246582,,,15.840500809891392,,,15.452187651799482,,,15.64634486933567,,,19535100
2010-01-28,,,15.511200904846191,,,15.820752663489914,,,15.268944401913892,,,15.787105035634204,,,20198600
2010-01-29,,,15.141084671020508,,,15.726540509717921,,,14.993038971861987,,,15.551576710607495,,,23137300
2010-02-01,,,15.511200904846191,,,15.531389481559618,,,15.181461853014808,,,15.181461853014808,,,13199000
2010-02-02,,,15.686163902282715,,,15.72654105360698,,,15.437177886744882,,,15.45736517888132,,,11891100
