Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,CRM,CSCO,CRM,CSCO,CRM,CSCO,CRM,CSCO,CRM,CSCO
Date,,,,,,,,,,
2010-01-04,18.571924209594727,16.25533103942871,18.748161168155153,16.354087353817373,18.41554541661886,15.807634408061798,18.51979794526944,15.873472369572463,7906000,59853700
2010-01-05,18.49249267578125,16.182912826538086,18.616603364880454,16.281669163325063,18.07051709035549,16.051236873652147,18.480080849359798,16.196080672977672,7942400,45124500
2010-01-06,18.460224151611328,16.077573776245117,18.616602934500772,16.288254312110748,18.363417967854225,16.024903642278712,18.55454759138577,16.156579605072253,5122400,35715700
2010-01-07,18.378311157226562,16.149995803833008,18.6041916277057,16.1763302431384,18.254200467531984,15.912979571309204,18.49745635881721,15.998568068745547,4840000,31531200
2010-01-08,18.405614852905273,16.23558807373047,18.455258369093436,16.261923774910215,18.184697986444082,15.965653415414812,18.38575668891851,16.05124193273829,5510400,39115900
2010-01-11,18.281505584716797,16.189496994018555,18.54213690556092,16.3870096705725,18.068035039770812,16.070988885784196,18.517315145544178,16.222415354859223,6399200,35852900
2010-01-12,16.951040267944336,15.932732582092285,17.497126610879626,16.130245287390927,16.943593928670165,15.853726746519735,17.48471667668236,16.09074299748223,21053200,35780400
2010-01-13,17.003164291381836,16.22241973876953,17.075148717825083,16.26192328935965,16.623385888316164,15.932734568973869,16.94855528554359,15.985404714005382,20649600,43683900
2010-01-14,17.174436569213867,16.42650604248047,17.308476331373083,16.512094496771095,17.000680480291017,16.143403742069708,17.000680480291017,16.182906008991964,10400400,52302100
2010-01-15,17.035432815551758,16.06440544128418,17.263797926942694,16.525270041319978,16.90387578570521,15.998567461885491,17.13968723557367,16.45943206192129,8564800,51648100
2010-01-19,17.251386642456055,16.360679626464844,17.34322923871587,16.38043014597096,16.916288143984275,16.130247271436122,17.02550426805174,16.15658297178469,6252800,37607500
2010-01-20,17.01557731628418,16.070985794067383,17.16947336854631,16.28166627672913,16.75494409507149,15.8800570775632,17.077632664784446,16.20924564566086,7260000,42125400
2010-01-21,16.60104751586914,15.787883758544922,17.25635189848377,16.228996499356867,16.53402856723362,15.708879203752945,17.032954140512636,16.136824100181308,8946000,54767500
2010-01-22,16.020206451416016,15.1229248046875,16.615938081147732,15.75496761033522,15.975526531841671,15.057088085056535,16.56381182394077,15.695713558063405,8788800,70424300
2010-01-25,15.918437004089355,15.136089324951172,16.285805493286237,15.261181325121498,15.754611872018884,14.971495050531406,16.253537394457833,15.20851120753736,9866800,51288800
2010-01-26,16.236160278320312,15.076842308044434,16.42728989474987,15.274356282797083,15.724822982283378,14.905664032227568,15.925883574274554,15.011004316460218,10367200,55312800
2010-01-27,16.233678817749023,15.241436958312988,16.2982169075505,15.313858876052775,15.982974690803125,14.984670167425042,16.236161561835697,15.070258679135936,5947600,51802900
2010-01-28,15.925884246826172,14.826659202575684,16.208856461363553,15.287522624559323,15.747163607854475,14.714734995453687,16.191481040954372,15.261188181812793,5684400,63620000
2010-01-29,15.774467468261719,14.793740272521973,16.17410496207115,15.228269272116378,15.687590369752728,14.773989753475588,16.087225969783443,15.109762390572223,6281200,73431900
2010-02-01,16.17906951904297,14.964920997619629,16.203891278125944,15.103180932301449,15.799291113114833,14.734488610320255,15.891131811099727,14.912250845301672,5632000,54386100
2010-02-02,16.149282455444336,15.155845642089844,16.27587589011897,15.215099699138595,15.90850741266705,14.820073070731933,16.196445123883265,15.017585757057747,4664400,54108900
